item_id,task_type,perturbation_type,n_original_outputs,n_perturbed_outputs,original_performance,perturbed_performance,absolute_performance_change,pdr,performance_dropped,baseline_similarity,perturbation_similarity,noise_corrected_drift,similarity_metric
code_generation_63,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.951710,0.954450,-0.002740,sentence-transformers/all-MiniLM-L6-v2
code_generation_63,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.951710,0.934560,0.017151,sentence-transformers/all-MiniLM-L6-v2
code_generation_63,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.951710,0.954139,-0.002429,sentence-transformers/all-MiniLM-L6-v2
code_generation_64,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.944770,0.940138,0.004632,sentence-transformers/all-MiniLM-L6-v2
code_generation_64,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.944770,0.941607,0.003162,sentence-transformers/all-MiniLM-L6-v2
code_generation_64,code_generation,paraphrasing,5,5,1.000000,0.600000,0.400000,0.400000,true,0.944770,0.917455,0.027314,sentence-transformers/all-MiniLM-L6-v2
code_generation_64,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.944770,0.941576,0.003194,sentence-transformers/all-MiniLM-L6-v2
code_generation_64,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.944770,0.954752,-0.009982,sentence-transformers/all-MiniLM-L6-v2
code_generation_66,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.925572,0.940028,-0.014455,sentence-transformers/all-MiniLM-L6-v2
code_generation_66,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.925572,0.932594,-0.007021,sentence-transformers/all-MiniLM-L6-v2
code_generation_66,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.925572,0.939684,-0.014112,sentence-transformers/all-MiniLM-L6-v2
code_generation_66,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.925572,0.932673,-0.007100,sentence-transformers/all-MiniLM-L6-v2
code_generation_66,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.925572,0.934322,-0.008750,sentence-transformers/all-MiniLM-L6-v2
code_generation_67,code_generation,context_injection,5,5,1.000000,0.200000,0.800000,0.800000,true,0.932269,0.949979,-0.017711,sentence-transformers/all-MiniLM-L6-v2
code_generation_67,code_generation,formatting_changes,5,5,1.000000,0.800000,0.200000,0.200000,true,0.932269,0.947694,-0.015426,sentence-transformers/all-MiniLM-L6-v2
code_generation_67,code_generation,paraphrasing,5,5,1.000000,0.800000,0.200000,0.200000,true,0.932269,0.932635,-0.000366,sentence-transformers/all-MiniLM-L6-v2
code_generation_67,code_generation,reordering,5,5,1.000000,0.400000,0.600000,0.600000,true,0.932269,0.938839,-0.006570,sentence-transformers/all-MiniLM-L6-v2
code_generation_67,code_generation,surface_noise,5,5,1.000000,0.800000,0.200000,0.200000,true,0.932269,0.941328,-0.009059,sentence-transformers/all-MiniLM-L6-v2
code_generation_68,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.955541,0.954595,0.000946,sentence-transformers/all-MiniLM-L6-v2
code_generation_68,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.955541,0.960242,-0.004700,sentence-transformers/all-MiniLM-L6-v2
code_generation_68,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.955541,0.959797,-0.004255,sentence-transformers/all-MiniLM-L6-v2
code_generation_68,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.955541,0.954444,0.001098,sentence-transformers/all-MiniLM-L6-v2
code_generation_68,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.955541,0.964081,-0.008540,sentence-transformers/all-MiniLM-L6-v2
code_generation_69,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.930058,0.908849,0.021209,sentence-transformers/all-MiniLM-L6-v2
code_generation_69,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.930058,0.920190,0.009868,sentence-transformers/all-MiniLM-L6-v2
code_generation_69,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.930058,0.901893,0.028165,sentence-transformers/all-MiniLM-L6-v2
code_generation_69,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.930058,0.927494,0.002564,sentence-transformers/all-MiniLM-L6-v2
code_generation_69,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.930058,0.932855,-0.002797,sentence-transformers/all-MiniLM-L6-v2
code_generation_7,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.964937,0.969217,-0.004280,sentence-transformers/all-MiniLM-L6-v2
code_generation_7,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.964937,0.969514,-0.004577,sentence-transformers/all-MiniLM-L6-v2
code_generation_7,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.964937,0.964017,0.000920,sentence-transformers/all-MiniLM-L6-v2
code_generation_7,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.964937,0.953742,0.011194,sentence-transformers/all-MiniLM-L6-v2
code_generation_7,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.964937,0.962471,0.002466,sentence-transformers/all-MiniLM-L6-v2
code_generation_70,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.924189,0.933131,-0.008941,sentence-transformers/all-MiniLM-L6-v2
code_generation_70,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.924189,0.922120,0.002070,sentence-transformers/all-MiniLM-L6-v2
code_generation_70,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.924189,0.921924,0.002266,sentence-transformers/all-MiniLM-L6-v2
code_generation_70,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.924189,0.921934,0.002255,sentence-transformers/all-MiniLM-L6-v2
code_generation_70,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.924189,0.920763,0.003426,sentence-transformers/all-MiniLM-L6-v2
code_generation_71,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.959226,0.957732,0.001494,sentence-transformers/all-MiniLM-L6-v2
code_generation_71,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.959226,0.950671,0.008556,sentence-transformers/all-MiniLM-L6-v2
code_generation_71,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.959226,0.966129,-0.006903,sentence-transformers/all-MiniLM-L6-v2
code_generation_71,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.959226,0.933133,0.026093,sentence-transformers/all-MiniLM-L6-v2
code_generation_71,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.959226,0.959705,-0.000479,sentence-transformers/all-MiniLM-L6-v2
code_generation_72,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.959756,0.957407,0.002349,sentence-transformers/all-MiniLM-L6-v2
code_generation_72,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.959756,0.948675,0.011081,sentence-transformers/all-MiniLM-L6-v2
code_generation_72,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.959756,0.960360,-0.000604,sentence-transformers/all-MiniLM-L6-v2
code_generation_72,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.959756,0.954014,0.005741,sentence-transformers/all-MiniLM-L6-v2
code_generation_72,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.959756,0.959321,0.000434,sentence-transformers/all-MiniLM-L6-v2
code_generation_73,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.945216,0.959096,-0.013880,sentence-transformers/all-MiniLM-L6-v2
code_generation_73,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.945216,0.913202,0.032014,sentence-transformers/all-MiniLM-L6-v2
code_generation_73,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.945216,0.923199,0.022017,sentence-transformers/all-MiniLM-L6-v2
code_generation_73,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.945216,0.916673,0.028543,sentence-transformers/all-MiniLM-L6-v2
code_generation_73,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.945216,0.959770,-0.014554,sentence-transformers/all-MiniLM-L6-v2
code_generation_74,code_generation,context_injection,5,5,0.800000,0.400000,0.400000,0.500000,true,0.969910,0.949055,0.020855,sentence-transformers/all-MiniLM-L6-v2
code_generation_74,code_generation,formatting_changes,5,5,0.800000,0.200000,0.600000,0.750000,true,0.969910,0.958100,0.011809,sentence-transformers/all-MiniLM-L6-v2
code_generation_74,code_generation,paraphrasing,5,5,0.800000,1.000000,-0.200000,-0.250000,false,0.969910,0.953710,0.016200,sentence-transformers/all-MiniLM-L6-v2
code_generation_74,code_generation,reordering,5,5,0.800000,0.200000,0.600000,0.750000,true,0.969910,0.935265,0.034645,sentence-transformers/all-MiniLM-L6-v2
code_generation_74,code_generation,surface_noise,5,5,0.800000,0.800000,0.000000,0.000000,false,0.969910,0.967321,0.002588,sentence-transformers/all-MiniLM-L6-v2
code_generation_75,code_generation,context_injection,5,5,0.400000,0.000000,0.400000,1.000000,true,0.915129,0.880256,0.034873,sentence-transformers/all-MiniLM-L6-v2
code_generation_75,code_generation,formatting_changes,5,5,0.400000,0.400000,0.000000,0.000000,false,0.915129,0.890072,0.025057,sentence-transformers/all-MiniLM-L6-v2
code_generation_75,code_generation,paraphrasing,5,5,0.400000,1.000000,-0.600000,-1.500000,false,0.915129,0.911528,0.003601,sentence-transformers/all-MiniLM-L6-v2
code_generation_75,code_generation,reordering,5,5,0.400000,0.400000,0.000000,0.000000,false,0.915129,0.910270,0.004859,sentence-transformers/all-MiniLM-L6-v2
code_generation_75,code_generation,surface_noise,5,5,0.400000,0.000000,0.400000,1.000000,true,0.915129,0.902869,0.012260,sentence-transformers/all-MiniLM-L6-v2
code_generation_76,code_generation,context_injection,5,5,0.000000,0.000000,0.000000,,false,0.941851,0.946879,-0.005028,sentence-transformers/all-MiniLM-L6-v2
code_generation_76,code_generation,formatting_changes,5,5,0.000000,0.000000,0.000000,,false,0.941851,0.943857,-0.002006,sentence-transformers/all-MiniLM-L6-v2
code_generation_76,code_generation,paraphrasing,5,5,0.000000,0.400000,-0.400000,,false,0.941851,0.928240,0.013611,sentence-transformers/all-MiniLM-L6-v2
code_generation_76,code_generation,reordering,5,5,0.000000,0.000000,0.000000,,false,0.941851,0.936676,0.005175,sentence-transformers/all-MiniLM-L6-v2
code_generation_76,code_generation,surface_noise,5,5,0.000000,0.000000,0.000000,,false,0.941851,0.941847,0.000004,sentence-transformers/all-MiniLM-L6-v2
code_generation_77,code_generation,context_injection,5,5,0.800000,0.800000,0.000000,0.000000,false,0.908846,0.924538,-0.015692,sentence-transformers/all-MiniLM-L6-v2
code_generation_77,code_generation,formatting_changes,5,5,0.800000,0.800000,0.000000,0.000000,false,0.908846,0.920422,-0.011576,sentence-transformers/all-MiniLM-L6-v2
code_generation_77,code_generation,paraphrasing,5,5,0.800000,0.400000,0.400000,0.500000,true,0.908846,0.898238,0.010608,sentence-transformers/all-MiniLM-L6-v2
code_generation_77,code_generation,reordering,5,5,0.800000,0.800000,0.000000,0.000000,false,0.908846,0.912086,-0.003240,sentence-transformers/all-MiniLM-L6-v2
code_generation_77,code_generation,surface_noise,5,5,0.800000,0.800000,0.000000,0.000000,false,0.908846,0.919599,-0.010753,sentence-transformers/all-MiniLM-L6-v2
code_generation_78,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.948618,0.949753,-0.001135,sentence-transformers/all-MiniLM-L6-v2
code_generation_78,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.948618,0.952441,-0.003823,sentence-transformers/all-MiniLM-L6-v2
code_generation_78,code_generation,paraphrasing,5,5,1.000000,0.000000,1.000000,1.000000,true,0.948618,0.913223,0.035395,sentence-transformers/all-MiniLM-L6-v2
code_generation_78,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.948618,0.939567,0.009052,sentence-transformers/all-MiniLM-L6-v2
code_generation_78,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.948618,0.946626,0.001992,sentence-transformers/all-MiniLM-L6-v2
code_generation_79,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.966983,0.955115,0.011868,sentence-transformers/all-MiniLM-L6-v2
code_generation_79,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.966983,0.960287,0.006696,sentence-transformers/all-MiniLM-L6-v2
code_generation_79,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.966983,0.964585,0.002398,sentence-transformers/all-MiniLM-L6-v2
code_generation_79,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.966983,0.954723,0.012260,sentence-transformers/all-MiniLM-L6-v2
code_generation_79,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.966983,0.962608,0.004375,sentence-transformers/all-MiniLM-L6-v2
code_generation_8,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.976410,0.976602,-0.000192,sentence-transformers/all-MiniLM-L6-v2
code_generation_8,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.976410,0.962626,0.013785,sentence-transformers/all-MiniLM-L6-v2
code_generation_8,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.976410,0.973497,0.002913,sentence-transformers/all-MiniLM-L6-v2
code_generation_8,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.976410,0.958845,0.017565,sentence-transformers/all-MiniLM-L6-v2
code_generation_8,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.976410,0.971879,0.004531,sentence-transformers/all-MiniLM-L6-v2
code_generation_80,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.977147,0.969824,0.007324,sentence-transformers/all-MiniLM-L6-v2
code_generation_80,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.977147,0.972643,0.004504,sentence-transformers/all-MiniLM-L6-v2
code_generation_80,code_generation,paraphrasing,5,5,1.000000,0.800000,0.200000,0.200000,true,0.977147,0.939422,0.037725,sentence-transformers/all-MiniLM-L6-v2
code_generation_80,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.977147,0.963118,0.014030,sentence-transformers/all-MiniLM-L6-v2
code_generation_80,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.977147,0.981720,-0.004572,sentence-transformers/all-MiniLM-L6-v2
code_generation_81,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.940668,0.952277,-0.011610,sentence-transformers/all-MiniLM-L6-v2
code_generation_81,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.940668,0.953892,-0.013224,sentence-transformers/all-MiniLM-L6-v2
code_generation_81,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.940668,0.935071,0.005596,sentence-transformers/all-MiniLM-L6-v2
code_generation_81,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.940668,0.929679,0.010988,sentence-transformers/all-MiniLM-L6-v2
code_generation_81,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.940668,0.954120,-0.013452,sentence-transformers/all-MiniLM-L6-v2
code_generation_82,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.955441,0.947528,0.007913,sentence-transformers/all-MiniLM-L6-v2
code_generation_82,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.955441,0.959772,-0.004331,sentence-transformers/all-MiniLM-L6-v2
code_generation_82,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.955441,0.946320,0.009121,sentence-transformers/all-MiniLM-L6-v2
code_generation_82,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.955441,0.956850,-0.001409,sentence-transformers/all-MiniLM-L6-v2
code_generation_82,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.955441,0.959071,-0.003630,sentence-transformers/all-MiniLM-L6-v2
code_generation_83,code_generation,context_injection,5,5,0.200000,0.600000,-0.400000,-2.000000,false,0.921363,0.827137,0.094226,sentence-transformers/all-MiniLM-L6-v2
code_generation_83,code_generation,formatting_changes,5,5,0.200000,0.600000,-0.400000,-2.000000,false,0.921363,0.897549,0.023813,sentence-transformers/all-MiniLM-L6-v2
code_generation_83,code_generation,paraphrasing,5,5,0.200000,0.400000,-0.200000,-1.000000,false,0.921363,0.854639,0.066724,sentence-transformers/all-MiniLM-L6-v2
code_generation_83,code_generation,reordering,5,5,0.200000,0.400000,-0.200000,-1.000000,false,0.921363,0.874152,0.047211,sentence-transformers/all-MiniLM-L6-v2
code_generation_83,code_generation,surface_noise,5,5,0.200000,0.400000,-0.200000,-1.000000,false,0.921363,0.881370,0.039992,sentence-transformers/all-MiniLM-L6-v2
code_generation_84,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.972675,0.950254,0.022421,sentence-transformers/all-MiniLM-L6-v2
code_generation_84,code_generation,formatting_changes,5,5,1.000000,0.800000,0.200000,0.200000,true,0.972675,0.965464,0.007211,sentence-transformers/all-MiniLM-L6-v2
code_generation_84,code_generation,paraphrasing,5,5,1.000000,0.000000,1.000000,1.000000,true,0.972675,0.930987,0.041688,sentence-transformers/all-MiniLM-L6-v2
code_generation_84,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.972675,0.949650,0.023025,sentence-transformers/all-MiniLM-L6-v2
code_generation_84,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.972675,0.960576,0.012099,sentence-transformers/all-MiniLM-L6-v2
code_generation_85,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.971768,0.961470,0.010298,sentence-transformers/all-MiniLM-L6-v2
code_generation_85,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.971768,0.959354,0.012414,sentence-transformers/all-MiniLM-L6-v2
code_generation_85,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.971768,0.955422,0.016346,sentence-transformers/all-MiniLM-L6-v2
code_generation_85,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.971768,0.952454,0.019314,sentence-transformers/all-MiniLM-L6-v2
code_generation_85,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.971768,0.955975,0.015793,sentence-transformers/all-MiniLM-L6-v2
code_generation_86,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.944932,0.946625,-0.001693,sentence-transformers/all-MiniLM-L6-v2
code_generation_86,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.944932,0.945460,-0.000528,sentence-transformers/all-MiniLM-L6-v2
code_generation_86,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.944932,0.948699,-0.003767,sentence-transformers/all-MiniLM-L6-v2
code_generation_86,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.944932,0.946775,-0.001843,sentence-transformers/all-MiniLM-L6-v2
code_generation_86,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.944932,0.944496,0.000436,sentence-transformers/all-MiniLM-L6-v2
code_generation_87,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.979130,0.978078,0.001052,sentence-transformers/all-MiniLM-L6-v2
code_generation_87,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.979130,0.964974,0.014156,sentence-transformers/all-MiniLM-L6-v2
code_generation_87,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.979130,0.973720,0.005410,sentence-transformers/all-MiniLM-L6-v2
code_generation_87,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.979130,0.927263,0.051867,sentence-transformers/all-MiniLM-L6-v2
code_generation_87,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.979130,0.960064,0.019066,sentence-transformers/all-MiniLM-L6-v2
code_generation_88,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.941095,0.935891,0.005203,sentence-transformers/all-MiniLM-L6-v2
code_generation_88,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.941095,0.935547,0.005548,sentence-transformers/all-MiniLM-L6-v2
code_generation_88,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.941095,0.948658,-0.007563,sentence-transformers/all-MiniLM-L6-v2
code_generation_88,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.941095,0.942317,-0.001222,sentence-transformers/all-MiniLM-L6-v2
code_generation_88,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.941095,0.935060,0.006035,sentence-transformers/all-MiniLM-L6-v2
code_generation_89,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.896942,0.910441,-0.013499,sentence-transformers/all-MiniLM-L6-v2
code_generation_89,code_generation,formatting_changes,5,5,1.000000,0.800000,0.200000,0.200000,true,0.896942,0.895508,0.001434,sentence-transformers/all-MiniLM-L6-v2
code_generation_89,code_generation,paraphrasing,5,5,1.000000,0.800000,0.200000,0.200000,true,0.896942,0.907702,-0.010760,sentence-transformers/all-MiniLM-L6-v2
code_generation_89,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.896942,0.905581,-0.008639,sentence-transformers/all-MiniLM-L6-v2
code_generation_89,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.896942,0.909060,-0.012118,sentence-transformers/all-MiniLM-L6-v2
code_generation_9,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.966041,0.960358,0.005683,sentence-transformers/all-MiniLM-L6-v2
code_generation_9,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.966041,0.953506,0.012535,sentence-transformers/all-MiniLM-L6-v2
code_generation_9,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.966041,0.957136,0.008904,sentence-transformers/all-MiniLM-L6-v2
code_generation_9,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.966041,0.958850,0.007191,sentence-transformers/all-MiniLM-L6-v2
code_generation_9,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.966041,0.969394,-0.003353,sentence-transformers/all-MiniLM-L6-v2
code_generation_90,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.959692,0.960079,-0.000388,sentence-transformers/all-MiniLM-L6-v2
code_generation_90,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.959692,0.968134,-0.008442,sentence-transformers/all-MiniLM-L6-v2
code_generation_90,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.959692,0.966843,-0.007152,sentence-transformers/all-MiniLM-L6-v2
code_generation_90,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.959692,0.967932,-0.008241,sentence-transformers/all-MiniLM-L6-v2
code_generation_90,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.959692,0.971171,-0.011480,sentence-transformers/all-MiniLM-L6-v2
code_generation_91,code_generation,context_injection,5,5,0.200000,0.400000,-0.200000,-1.000000,false,0.932543,0.942867,-0.010323,sentence-transformers/all-MiniLM-L6-v2
code_generation_91,code_generation,formatting_changes,5,5,0.200000,0.600000,-0.400000,-2.000000,false,0.932543,0.933550,-0.001007,sentence-transformers/all-MiniLM-L6-v2
code_generation_91,code_generation,paraphrasing,5,5,0.200000,0.800000,-0.600000,-3.000000,false,0.932543,0.931809,0.000734,sentence-transformers/all-MiniLM-L6-v2
code_generation_91,code_generation,reordering,5,5,0.200000,0.200000,0.000000,0.000000,false,0.932543,0.914046,0.018497,sentence-transformers/all-MiniLM-L6-v2
code_generation_91,code_generation,surface_noise,5,5,0.200000,0.400000,-0.200000,-1.000000,false,0.932543,0.926901,0.005642,sentence-transformers/all-MiniLM-L6-v2
code_generation_92,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.984454,0.982678,0.001775,sentence-transformers/all-MiniLM-L6-v2
code_generation_92,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.984454,0.978685,0.005768,sentence-transformers/all-MiniLM-L6-v2
code_generation_92,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.984454,0.981951,0.002503,sentence-transformers/all-MiniLM-L6-v2
code_generation_92,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.984454,0.969522,0.014932,sentence-transformers/all-MiniLM-L6-v2
code_generation_92,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.984454,0.982169,0.002284,sentence-transformers/all-MiniLM-L6-v2
code_generation_93,code_generation,context_injection,5,5,0.000000,0.000000,0.000000,,false,0.892411,0.901626,-0.009215,sentence-transformers/all-MiniLM-L6-v2
code_generation_93,code_generation,formatting_changes,5,5,0.000000,0.600000,-0.600000,,false,0.892411,0.896180,-0.003768,sentence-transformers/all-MiniLM-L6-v2
code_generation_93,code_generation,paraphrasing,5,5,0.000000,0.200000,-0.200000,,false,0.892411,0.900439,-0.008028,sentence-transformers/all-MiniLM-L6-v2
code_generation_93,code_generation,reordering,5,5,0.000000,0.200000,-0.200000,,false,0.892411,0.905827,-0.013416,sentence-transformers/all-MiniLM-L6-v2
code_generation_93,code_generation,surface_noise,5,5,0.000000,0.600000,-0.600000,,false,0.892411,0.901186,-0.008775,sentence-transformers/all-MiniLM-L6-v2
code_generation_94,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.946300,0.905634,0.040666,sentence-transformers/all-MiniLM-L6-v2
code_generation_94,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.946300,0.913841,0.032459,sentence-transformers/all-MiniLM-L6-v2
code_generation_94,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.946300,0.922584,0.023716,sentence-transformers/all-MiniLM-L6-v2
code_generation_94,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.946300,0.925968,0.020332,sentence-transformers/all-MiniLM-L6-v2
code_generation_94,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.946300,0.959910,-0.013609,sentence-transformers/all-MiniLM-L6-v2
code_generation_95,code_generation,context_injection,5,5,0.400000,0.800000,-0.400000,-1.000000,false,0.920546,0.932960,-0.012414,sentence-transformers/all-MiniLM-L6-v2
code_generation_95,code_generation,formatting_changes,5,5,0.400000,1.000000,-0.600000,-1.500000,false,0.920546,0.930591,-0.010046,sentence-transformers/all-MiniLM-L6-v2
code_generation_95,code_generation,paraphrasing,5,5,0.400000,1.000000,-0.600000,-1.500000,false,0.920546,0.916793,0.003752,sentence-transformers/all-MiniLM-L6-v2
