case_id,task,version,sample_idx,prompt,output
ref_humaneval_02,code_generation,perturbed,1,"Implement the Python function below. Provide only executable Python code and do not add prose.

from typing import List


def separate_paren_groups(paren_string: str) -> List[str]:
    """""" Input to this function is a string containing multiple groups of nested parentheses. Your goal is to
    separate those group into separate strings and return the list of those.
    Separate groups are balanced (each open brace is properly closed) and not nested within each other
    Ignore any spaces in the input string.
    >>> separate_paren_groups('( ) (( )) (( )( ))')
    ['()', '(())', '(()())']
    """"""","```python
from typing import List

def separate_paren_groups(paren_string: str) -> List[str]:
    paren_string = paren_string.replace("" "", """")
    result = []
    count = 0
    current_group = []
    
    for char in paren_string:
        current_group.append(char)
        if char == '(':
            count += 1
        elif char == ')':
            count -= 1
        
        if count == 0:
            result.append(''.join(current_group))
            current_group = []
    
    return result
```"
ref_humaneval_02,code_generation,perturbed,2,"Implement the Python function below. Provide only executable Python code and do not add prose.

from typing import List


def separate_paren_groups(paren_string: str) -> List[str]:
    """""" Input to this function is a string containing multiple groups of nested parentheses. Your goal is to
    separate those group into separate strings and return the list of those.
    Separate groups are balanced (each open brace is properly closed) and not nested within each other
    Ignore any spaces in the input string.
    >>> separate_paren_groups('( ) (( )) (( )( ))')
    ['()', '(())', '(()())']
    """"""","```python
from typing import List

def separate_paren_groups(paren_string: str) -> List[str]:
    paren_string = paren_string.replace("" "", """")
    groups = []
    balance = 0
    current_group = []
    
    for char in paren_string:
        current_group.append(char)
        if char == '(':
            balance += 1
        elif char == ')':
            balance -= 1
        
        if balance == 0:
            groups.append(''.join(current_group))
            current_group = []
    
    return groups
```"
ref_alpaca_01,open_ended_writing,original,0,"Respond to the following instruction clearly and directly.

Instruction:
Give three tips for staying healthy.","1. **Maintain a Balanced Diet**: Eat a variety of fruits, vegetables, whole grains, lean proteins, and healthy fats to provide your body with essential nutrients.

2. **Stay Physically Active**: Aim for at least 150 minutes of moderate aerobic activity or 75 minutes of vigorous activity each week, along with strength training exercises at least twice a week.

3. **Prioritize Sleep**: Aim for 7-9 hours of quality sleep each night to support overall health, mental clarity, and immune function."
ref_alpaca_01,open_ended_writing,original,1,"Respond to the following instruction clearly and directly.

Instruction:
Give three tips for staying healthy.","1. **Maintain a Balanced Diet**: Incorporate a variety of fruits, vegetables, whole grains, lean proteins, and healthy fats into your meals to ensure you get essential nutrients.

2. **Stay Active**: Aim for at least 150 minutes of moderate aerobic exercise or 75 minutes of vigorous exercise each week, along with strength training exercises at least twice a week.

3. **Prioritize Sleep**: Aim for 7-9 hours of quality sleep each night to support overall health, mental clarity, and emotional well-being."
ref_alpaca_01,open_ended_writing,original,2,"Respond to the following instruction clearly and directly.

Instruction:
Give three tips for staying healthy.","1. **Eat a Balanced Diet**: Incorporate a variety of fruits, vegetables, whole grains, lean proteins, and healthy fats into your meals to ensure you get all the necessary nutrients.

2. **Stay Active**: Aim for at least 150 minutes of moderate aerobic exercise or 75 minutes of vigorous exercise each week, along with strength training exercises on two or more days.

3. **Prioritize Sleep**: Aim for 7-9 hours of quality sleep each night to support overall health, mental clarity, and immune function."
ref_alpaca_01,open_ended_writing,perturbed,0,"Please produce a clear response to this request.

Request:
Give three tips for staying healthy.","1. **Maintain a Balanced Diet**: Incorporate a variety of fruits, vegetables, whole grains, lean proteins, and healthy fats into your meals to ensure you get essential nutrients.

2. **Stay Active**: Aim for at least 150 minutes of moderate aerobic activity or 75 minutes of vigorous activity each week, along with strength training exercises at least twice a week.

3. **Prioritize Sleep**: Aim for 7-9 hours of quality sleep each night to support overall health, improve mood, and enhance cognitive function."
ref_alpaca_01,open_ended_writing,perturbed,1,"Please produce a clear response to this request.

Request:
Give three tips for staying healthy.","1. **Maintain a Balanced Diet**: Incorporate a variety of fruits, vegetables, whole grains, lean proteins, and healthy fats into your meals to ensure you get essential nutrients.

2. **Stay Active**: Aim for at least 150 minutes of moderate aerobic activity or 75 minutes of vigorous activity each week, along with strength training exercises on two or more days.

3. **Prioritize Sleep**: Aim for 7-9 hours of quality sleep each night to support your overall health, improve mood, and enhance cognitive function."
ref_alpaca_01,open_ended_writing,perturbed,2,"Please produce a clear response to this request.

Request:
Give three tips for staying healthy.","1. **Maintain a Balanced Diet**: Focus on consuming a variety of fruits, vegetables, whole grains, lean proteins, and healthy fats. Limit processed foods, added sugars, and excessive salt.

2. **Stay Active**: Aim for at least 150 minutes of moderate aerobic activity or 75 minutes of vigorous activity each week, along with strength training exercises at least twice a week.

3. **Prioritize Sleep and Stress Management**: Ensure you get 7-9 hours of quality sleep each night and practice stress-reducing techniques such as mindfulness, meditation, or regular physical activity."
ref_alpaca_02,open_ended_writing,original,0,"Respond to the following instruction clearly and directly.

Instruction:
What are the three primary colors?","The three primary colors are red, blue, and yellow."
ref_alpaca_02,open_ended_writing,original,1,"Respond to the following instruction clearly and directly.

Instruction:
What are the three primary colors?","The three primary colors are red, blue, and yellow."
ref_alpaca_02,open_ended_writing,original,2,"Respond to the following instruction clearly and directly.

Instruction:
What are the three primary colors?","The three primary colors are red, blue, and yellow."
ref_alpaca_02,open_ended_writing,perturbed,0,"Please produce a clear response to this request.

Request:
What are the three primary colors?","The three primary colors are red, blue, and yellow."
ref_alpaca_02,open_ended_writing,perturbed,1,"Please produce a clear response to this request.

Request:
What are the three primary colors?","The three primary colors are red, blue, and yellow."
ref_alpaca_02,open_ended_writing,perturbed,2,"Please produce a clear response to this request.

Request:
What are the three primary colors?","The three primary colors are red, blue, and yellow."
