item_id,task_type,perturbation_type,input_similarity,input_drift,output_similarity,output_drift,baseline_similarity,noise_corrected_drift,similarity_metric
open_ended_writing_36102,open_ended_writing,surface_noise,0.985824,0.014176,1.0,0.0,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_45338,open_ended_writing,context_injection,0.891906,0.108094,0.911987,0.088013,1.0,0.088013,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_45338,open_ended_writing,formatting_changes,0.950153,0.049847,1.0,0.0,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_45338,open_ended_writing,paraphrasing,0.713569,0.286431,0.567897,0.432103,1.0,0.432103,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_45338,open_ended_writing,reordering,0.972859,0.027141,1.0,0.0,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_45338,open_ended_writing,surface_noise,0.949887,0.050113,1.0,0.0,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_50246,open_ended_writing,context_injection,0.706487,0.293513,0.898017,0.101983,0.918756,0.020739,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_50246,open_ended_writing,formatting_changes,0.900984,0.099016,0.89816,0.10184,0.918756,0.020596,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_50246,open_ended_writing,paraphrasing,0.867914,0.132086,0.422557,0.577443,0.918756,0.496199,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_50246,open_ended_writing,reordering,0.971379,0.028621,0.905041,0.094959,0.918756,0.013715,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_50246,open_ended_writing,surface_noise,0.898811,0.101189,0.890242,0.109758,0.918756,0.028514,sentence-transformers/all-MiniLM-L6-v2
