item_id,before_status,after_status,before_had_rewrite_prefix,after_has_rewrite_prefix,original_context_chars,before_context_chars,after_context_chars,paraphrased_question,fixed_prompt
factual_qa_2951,question_only_no_marker,parsed_full_context_question,False,False,674,0,674,What are the origins of European Union law and what are the main sources of primary law within this legal framework?,"Context: European Union law is a body of treaties and legislation, such as Regulations and Directives, which have direct effect or indirect effect on the laws of European Union member states. The three sources of European Union law are primary law, secondary law and supplementary law. The main sources of primary law are the Treaties establishing the European Union. Secondary sources include regulations and directives which are based on the Treaties. The legislature of the European Union is principally composed of the European Parliament and the Council of the European Union, which under the Treaties may establish secondary law to pursue the objective set out in the Treaties.

Question: What are the origins of European Union law and what are the main sources of primary law within this legal framework?"
factual_qa_2102,question_only_no_marker,parsed_full_context_question,False,False,569,0,569,How many pounds of steam are consumed by the Energiprojekt AB engine per kilowatt hour?,"Context: Although the reciprocating steam engine is no longer in widespread commercial use, various companies are exploring or exploiting the potential of the engine as an alternative to internal combustion engines. The company Energiprojekt AB in Sweden has made progress in using modern materials for harnessing the power of steam. The efficiency of Energiprojekt's steam engine reaches some 27-30% on high-pressure engines. It is a single-step, 5-cylinder engine (no compound) with superheated steam and consumes approx. 4 kg (8.8 lb) of steam per kWh.[not in citation given]

Question: How many pounds of steam are consumed by the Energiprojekt AB engine per kilowatt hour?"
factual_qa_11086,question_only_no_marker,parsed_full_context_question,False,False,665,0,665,What artistic style did Tamara de Lempicka excel in representing?,"Context: Tamara de Lempicka was a famous artist born in Warsaw. She was born Maria Górska in Warsaw to wealthy parents and in 1916 married a Polish lawyer Tadeusz Łempicki. Better than anyone else she represented the Art Deco style in painting and art. Nathan Alterman, the Israeli poet, was born in Warsaw, as was Moshe Vilenski, the Israeli composer, lyricist, and pianist, who studied music at the Warsaw Conservatory. Warsaw was the beloved city of Isaac Bashevis Singer, which he described in many of his novels: Warsaw has just now been destroyed. No one will ever see the Warsaw I knew. Let me just write about it. Let this Warsaw not disappear forever, he commented.

Question: What artistic style did Tamara de Lempicka excel in representing?"
factual_qa_3024,question_only_no_marker,parsed_full_context_question,False,False,610,0,610,What was another anticipated outcome of the proposed reform following the Nice Treaty regarding the constitutional law of the European Union?,"Context: Following the Nice Treaty, there was an attempt to reform the constitutional law of the European Union and make it more transparent; this would have also produced a single constitutional document. However, as a result of the referendum in France and the referendum in the Netherlands, the 2004 Treaty establishing a Constitution for Europe never came into force. Instead, the Lisbon Treaty was enacted. Its substance was very similar to the proposed constitutional treaty, but it was formally an amending treaty, and – though it significantly altered the existing treaties – it did not completely replace them.

Question: What was another anticipated outcome of the proposed reform following the Nice Treaty regarding the constitutional law of the European Union?"
factual_qa_8707,question_only_no_marker,parsed_full_context_question,False,False,750,0,750,What is the term used to describe whether a number is prime or not?,"Context: The property of being prime (or not) is called primality. A simple but slow method of verifying the primality of a given number n is known as trial division. It consists of testing whether n is a multiple of any integer between 2 and . Algorithms much more efficient than trial division have been devised to test the primality of large numbers. These include the Miller–Rabin primality test, which is fast but has a small probability of error, and the AKS primality test, which always produces the correct answer in polynomial time but is too slow to be practical. Particularly fast methods are available for numbers of special forms, such as Mersenne numbers. As of January 2016[update], the largest known prime number has 22,338,618 decimal digits.

Question: What is the term used to describe whether a number is prime or not?"
factual_qa_1967,question_only_no_marker,parsed_full_context_question,False,False,619,0,619,"How many rotations of the crankshaft does a complete engine cycle occupy in reciprocating piston engines where the steam reverses its flow direction at each stroke through the same port, with four distinct events of admission, expansion, exhaust, and compression controlled by valves operating in a steam chest adjacent to the cylinder?","Context: In most reciprocating piston engines, the steam reverses its direction of flow at each stroke (counterflow), entering and exhausting from the cylinder by the same port. The complete engine cycle occupies one rotation of the crank and two piston strokes; the cycle also comprises four events – admission, expansion, exhaust, compression. These events are controlled by valves often working inside a steam chest adjacent to the cylinder; the valves distribute the steam by opening and closing steam ports communicating with the cylinder end(s) and are driven by valve gear, of which there are many types.[citation needed]

Question: How many rotations of the crankshaft does a complete engine cycle occupy in reciprocating piston engines where the steam reverses its flow direction at each stroke through the same port, with four distinct events of admission, expansion, exhaust, and compression controlled by valves operating in a steam chest adjacent to the cylinder?"
factual_qa_808,question_only_no_marker,parsed_full_context_question,False,False,391,0,391,"What type of economy experienced growth in northern California during the 2000s, leading to a concentration of the state's overall growth in that region?","Context: As of the 2010 United States Census, southern California has a population of 22,680,010. Despite a reputation for high growth rates, southern California's rate grew less than the state average of 10.0% in the 2000s as California's growth became concentrated in the northern part of the state due to a stronger, tech-oriented economy in the Bay Area and an emerging Greater Sacramento region.

Question: What type of economy experienced growth in northern California during the 2000s, leading to a concentration of the state's overall growth in that region?"
factual_qa_6595,question_only_no_marker,parsed_full_context_question,False,False,549,0,549,What genres of films were created in the 30 silent film studios established in Jacksonville during the 1910s?,"Context: In the 1910s, New York–based filmmakers were attracted to Jacksonville's warm climate, exotic locations, excellent rail access, and cheap labor. Over the course of the decade, more than 30 silent film studios were established, earning Jacksonville the title of ""Winter Film Capital of the World"". However, the emergence of Hollywood as a major film production center ended the city's film industry. One converted movie studio site, Norman Studios, remains in Arlington; It has been converted to the Jacksonville Silent Film Museum at Norman Studios.

Question: What genres of films were created in the 30 silent film studios established in Jacksonville during the 1910s?"
factual_qa_1142,question_only_no_marker,parsed_full_context_question,False,False,685,0,685,"What was a claim made in the UK Parliament regarding the impact of having a subscription to BSkyB along with other items like alcohol, tobacco, and gambling on individuals receiving benefits?","Context: The Daily Mail newspaper reported in 2012 that the UK government's benefits agency was checking claimants' ""Sky TV bills to establish if a woman in receipt of benefits as a single mother is wrongly claiming to be living alone"" – as, it claimed, subscription to sports channels would betray a man's presence in the household. In December, the UK’s parliament heard a claim that a subscription to BSkyB was ‘often damaging’, along with alcohol, tobacco and gambling. Conservative MP Alec Shelbrooke was proposing the payments of benefits and tax credits on a ""Welfare Cash Card"", in the style of the Supplemental Nutrition Assistance Program, that could be used to buy only ""essentials"".

Question: What was a claim made in the UK Parliament regarding the impact of having a subscription to BSkyB along with other items like alcohol, tobacco, and gambling on individuals receiving benefits?"
factual_qa_8460,question_only_no_marker,parsed_full_context_question,False,False,1034,0,1034,"What is the term for the capacity to identify and adjust to novel, specific pathogens?","Context: Pathogens can rapidly evolve and adapt, and thereby avoid detection and neutralization by the immune system; however, multiple defense mechanisms have also evolved to recognize and neutralize pathogens. Even simple unicellular organisms such as bacteria possess a rudimentary immune system, in the form of enzymes that protect against bacteriophage infections. Other basic immune mechanisms evolved in ancient eukaryotes and remain in their modern descendants, such as plants and invertebrates. These mechanisms include phagocytosis, antimicrobial peptides called defensins, and the complement system. Jawed vertebrates, including humans, have even more sophisticated defense mechanisms, including the ability to adapt over time to recognize specific pathogens more efficiently. Adaptive (or acquired) immunity creates immunological memory after an initial response to a specific pathogen, leading to an enhanced response to subsequent encounters with that same pathogen. This process of acquired immunity is the basis of vaccination.

Question: What is the term for the capacity to identify and adjust to novel, specific pathogens?"
factual_qa_9835,parsed_full_context_question_with_prefix,parsed_full_context_question,True,False,557,605,557,How many seats did the SNP acquire from the Liberal Democrats during the election?,"Context: The election produced a majority SNP government, making this the first time in the Scottish Parliament where a party has commanded a parliamentary majority. The SNP took 16 seats from Labour, with many of their key figures not returned to parliament, although Labour leader Iain Gray retained East Lothian by 151 votes. The SNP took a further eight seats from the Liberal Democrats and one seat from the Conservatives. The SNP overall majority meant that there was sufficient support in the Scottish Parliament to hold a referendum on Scottish independence.

Question: How many seats did the SNP acquire from the Liberal Democrats during the election?"
factual_qa_2722,question_only_no_marker,parsed_full_context_question,False,False,977,0,977,When did oil begin to be priced in terms of gold?,"Context: On August 15, 1971, the United States unilaterally pulled out of the Bretton Woods Accord. The US abandoned the Gold Exchange Standard whereby the value of the dollar had been pegged to the price of gold and all other currencies were pegged to the dollar, whose value was left to ""float"" (rise and fall according to market demand). Shortly thereafter, Britain followed, floating the pound sterling. The other industrialized nations followed suit with their respective currencies. Anticipating that currency values would fluctuate unpredictably for a time, the industrialized nations increased their reserves (by expanding their money supplies) in amounts far greater than before. The result was a depreciation of the dollar and other industrialized nations' currencies. Because oil was priced in dollars, oil producers' real income decreased. In September 1971, OPEC issued a joint communiqué stating that, from then on, they would price oil in terms of a fixed amount of gold.

Question: When did oil begin to be priced in terms of gold?"
factual_qa_2308,question_only_no_marker,parsed_full_context_question,False,False,544,0,544,"What other process did John Mayow demonstrate that nitroaereus is essential for, apart from combustion?","Context: In the late 17th century, Robert Boyle proved that air is necessary for combustion. English chemist John Mayow (1641–1679) refined this work by showing that fire requires only a part of air that he called spiritus nitroaereus or just nitroaereus. In one experiment he found that placing either a mouse or a lit candle in a closed container over water caused the water to rise and replace one-fourteenth of the air's volume before extinguishing the subjects. From this he surmised that nitroaereus is consumed in both respiration and combustion.

Question: What other process did John Mayow demonstrate that nitroaereus is essential for, apart from combustion?"
factual_qa_3634,question_only_no_marker,parsed_full_context_question,False,False,784,0,784,What potential transformation could occur to the Amazon forest if it reaches a tipping point and begins to deteriorate?,"Context: In 2005, parts of the Amazon basin experienced the worst drought in one hundred years, and there were indications that 2006 could have been a second successive year of drought. A July 23, 2006 article in the UK newspaper The Independent reported Woods Hole Research Center results showing that the forest in its present form could survive only three years of drought. Scientists at the Brazilian National Institute of Amazonian Research argue in the article that this drought response, coupled with the effects of deforestation on regional climate, are pushing the rainforest towards a ""tipping point"" where it would irreversibly start to die. It concludes that the forest is on the brink of being turned into savanna or desert, with catastrophic consequences for the world's climate.

Question: What potential transformation could occur to the Amazon forest if it reaches a tipping point and begins to deteriorate?"
factual_qa_8365,question_only_no_marker,parsed_full_context_question,False,False,703,0,703,"What is the name of the array of receptors found in primitive jawless vertebrates that are similar to the antigen receptors of jawed vertebrates and are produced from a small number of genes, believed to bind pathogenic antigens with a similar degree of specificity to antibodies?","Context: Evolution of the adaptive immune system occurred in an ancestor of the jawed vertebrates. Many of the classical molecules of the adaptive immune system (e.g., immunoglobulins and T cell receptors) exist only in jawed vertebrates. However, a distinct lymphocyte-derived molecule has been discovered in primitive jawless vertebrates, such as the lamprey and hagfish. These animals possess a large array of molecules called Variable lymphocyte receptors (VLRs) that, like the antigen receptors of jawed vertebrates, are produced from only a small number (one or two) of genes. These molecules are believed to bind pathogenic antigens in a similar way to antibodies, and with the same degree of specificity.

Question: What is the name of the array of receptors found in primitive jawless vertebrates that are similar to the antigen receptors of jawed vertebrates and are produced from a small number of genes, believed to bind pathogenic antigens with a similar degree of specificity to antibodies?"
factual_qa_6783,question_only_no_marker,parsed_full_context_question,True,False,1207,0,1207,"What factor drives wages up for jobs with a low supply of workers, in contrast to the effect of competition between workers on jobs with a high supply of workers?","Context: A job where there are many workers willing to work a large amount of time (high supply) competing for a job that few require (low demand) will result in a low wage for that job. This is because competition between workers drives down the wage. An example of this would be jobs such as dish-washing or customer service. Competition amongst workers tends to drive down wages due to the expendable nature of the worker in relation to his or her particular job. A job where there are few able or willing workers (low supply), but a large need for the positions (high demand), will result in high wages for that job. This is because competition between employers for employees will drive up the wage. Examples of this would include jobs that require highly developed skills, rare abilities, or a high level of risk. Competition amongst employers tends to drive up wages due to the nature of the job, since there is a relative shortage of workers for the particular position. Professional and labor organizations may limit the supply of workers which results in higher demand and greater incomes for members. Members may also receive higher wages through collective bargaining, political influence, or corruption.

Question: What factor drives wages up for jobs with a low supply of workers, in contrast to the effect of competition between workers on jobs with a high supply of workers?"
factual_qa_6833,question_only_no_marker,parsed_full_context_question,False,False,569,0,569,"How would the United States economy benefit from increased education levels for all its workers, according to the research conducted by economists at Standard & Poor's in 2014?","Context: In 2014, economists with the Standard & Poor's rating agency concluded that the widening disparity between the U.S.'s wealthiest citizens and the rest of the nation had slowed its recovery from the 2008-2009 recession and made it more prone to boom-and-bust cycles. To partially remedy the wealth gap and the resulting slow growth, S&P recommended increasing access to education. It estimated that if the average United States worker had completed just one more year of school, it would add an additional $105 billion in growth to the country's economy over five years.

Question: How would the United States economy benefit from increased education levels for all its workers, according to the research conducted by economists at Standard & Poor's in 2014?"
factual_qa_6407,question_only_no_marker,parsed_full_context_question,False,False,1206,0,1206,What accolade do students graduating in the top 4-5% of the class receive?,"Context: Harvard's academic programs operate on a semester calendar beginning in early September and ending in mid-May. Undergraduates typically take four half-courses per term and must maintain a four-course rate average to be considered full-time. In many concentrations, students can elect to pursue a basic program or an honors-eligible program requiring a senior thesis and/or advanced course work. Students graduating in the top 4–5% of the class are awarded degrees summa cum laude, students in the next 15% of the class are awarded magna cum laude, and the next 30% of the class are awarded cum laude. Harvard has chapters of academic honor societies such as Phi Beta Kappa and various committees and departments also award several hundred named prizes annually. Harvard, along with other universities, has been accused of grade inflation, although there is evidence that the quality of the student body and its motivation have also increased. Harvard College reduced the number of students who receive Latin honors from 90% in 2004 to 60% in 2005. Moreover, the honors of ""John Harvard Scholar"" and ""Harvard College Scholar"" will now be given only to the top 5 percent and the next 5 percent of each class.

Question: What accolade do students graduating in the top 4-5% of the class receive?"
factual_qa_5646,question_only_no_marker,parsed_full_context_question,False,False,602,0,602,"How can individuals express dissent towards the government through actions like engaging in prohibited speech or making threats against government officials, as exemplified by the cases of broadcasting ""Filthy Words"" on WBAI and sending threatening emails to city councilors?","Context: In cases where the criminalized behavior is pure speech, civil disobedience can consist simply of engaging in the forbidden speech. An example would be WBAI's broadcasting the track ""Filthy Words"" from a George Carlin comedy album, which eventually led to the 1978 Supreme Court case of FCC v. Pacifica Foundation. Threatening government officials is another classic way of expressing defiance toward the government and unwillingness to stand for its policies. For example, Joseph Haas was arrested for allegedly sending an email to the Lebanon, New Hampshire city councilors stating, ""Wise up or die.""

Question: How can individuals express dissent towards the government through actions like engaging in prohibited speech or making threats against government officials, as exemplified by the cases of broadcasting ""Filthy Words"" on WBAI and sending threatening emails to city councilors?"
factual_qa_4702,question_only_no_marker,parsed_full_context_question,False,False,510,0,510,"In 1893, historian Francis Aidan Gasquet discussed the 'Great Pestilence' and proposed that it could be a variant of the Eastern or bubonic plague. By the second edition of his book in 1908, Gasquet had incorporated the bubonic plague's epidemiology for the Black Death, attributing it to rats and fleas. This interpretation gained broad acceptance for various historical epidemics, including the Justinian plague that affected the Eastern Roman Empire from 541 to 700 CE. What year was the second edition of Gasquet's book published?","Context: The historian Francis Aidan Gasquet wrote about the 'Great Pestilence' in 1893 and suggested that ""it would appear to be some form of the ordinary Eastern or bubonic plague"". He was able to adopt the epidemiology of the bubonic plague for the Black Death for the second edition in 1908, implicating rats and fleas in the process, and his interpretation was widely accepted for other ancient and medieval epidemics, such as the Justinian plague that was prevalent in the Eastern Roman Empire from 541 to 700 CE.

Question: In 1893, historian Francis Aidan Gasquet discussed the 'Great Pestilence' and proposed that it could be a variant of the Eastern or bubonic plague. By the second edition of his book in 1908, Gasquet had incorporated the bubonic plague's epidemiology for the Black Death, attributing it to rats and fleas. This interpretation gained broad acceptance for various historical epidemics, including the Justinian plague that affected the Eastern Roman Empire from 541 to 700 CE. What year was the second edition of Gasquet's book published?"
factual_qa_10189,question_only_no_marker,parsed_full_context_question,False,False,797,0,797,What is the element missing in the Islamic State's status according to the global community?,"Context: ""The Islamic State"", formerly known as the ""Islamic State of Iraq and the Levant"" and before that as the ""Islamic State of Iraq"", (and called the acronym Daesh by its many detractors), is a Wahhabi/Salafi jihadist extremist militant group which is led by and mainly composed of Sunni Arabs from Iraq and Syria. In 2014, the group proclaimed itself a caliphate, with religious, political and military authority over all Muslims worldwide. As of March 2015[update], it had control over territory occupied by ten million people in Iraq and Syria, and has nominal control over small areas of Libya, Nigeria and Afghanistan. (While a self-described state, it lacks international recognition.) The group also operates or has affiliates in other parts of the world, including North Africa and South Asia.

Question: What is the element missing in the Islamic State's status according to the global community?"
factual_qa_3545,parsed_full_context_question_with_prefix,parsed_full_context_question,True,False,587,526,587,What do poison dart frogs secrete?,"Context: The rainforest contains several species that can pose a hazard. Among the largest predatory creatures are the black caiman, jaguar, cougar, and anaconda. In the river, electric eels can produce an electric shock that can stun or kill, while piranha are known to bite and injure humans. Various species of poison dart frogs secrete lipophilic alkaloid toxins through their flesh. There are also numerous parasites and disease vectors. Vampire bats dwell in the rainforest and can spread the rabies virus. Malaria, yellow fever and Dengue fever can also be contracted in the Amazon region.

Question: What do poison dart frogs secrete?"
factual_qa_4242,question_only_no_marker,parsed_full_context_question,False,False,557,0,557,Which two railroad companies maintain railyards within the city of Fresno?,"Context: Passenger rail service is provided by Amtrak San Joaquins. The main passenger rail station is the recently renovated historic Santa Fe Railroad Depot in Downtown Fresno. The Bakersfield-Stockton mainlines of the Burlington Northern Santa Fe Railway and Union Pacific Railroad railroads cross in Fresno, and both railroads maintain railyards within the city; the San Joaquin Valley Railroad also operates former Southern Pacific branchlines heading west and south out of the city. The city of Fresno is planned to serve the future California High Speed Rail.

Question: Which two railroad companies maintain railyards within the city of Fresno?"
factual_qa_1000,question_only_no_marker,parsed_full_context_question,False,False,568,0,568,Which channels were taken off the network in March 2007 due to a disagreement between BSkyB and Virgin Media regarding the carriage agreements for Sky channels on cable TV?,"Context: In 2007, BSkyB and Virgin Media became involved in a dispute over the carriage of Sky channels on cable TV. The failure to renew the existing carriage agreements negotiated with NTL and Telewest resulted in Virgin Media removing the basic channels from the network on 1 March 2007. Virgin Media claimed that BSkyB had substantially increased the asking price for the channels, a claim which BSkyB denied, on the basis that their new deal offered ""substantially more value"" by including HD channels and Video On Demand content which was not previously carried by cable.

Question: Which channels were taken off the network in March 2007 due to a disagreement between BSkyB and Virgin Media regarding the carriage agreements for Sky channels on cable TV?"
factual_qa_8174,question_only_no_marker,parsed_full_context_question,False,False,884,0,884,Which subtype of T cells identifies complete antigens that are not linked to MHC receptors?,"Context: Both B cells and T cells carry receptor molecules that recognize specific targets. T cells recognize a ""non-self"" target, such as a pathogen, only after antigens (small fragments of the pathogen) have been processed and presented in combination with a ""self"" receptor called a major histocompatibility complex (MHC) molecule. There are two major subtypes of T cells: the killer T cell and the helper T cell. In addition there are regulatory T cells which have a role in modulating immune response. Killer T cells only recognize antigens coupled to Class I MHC molecules, while helper T cells and regulatory T cells only recognize antigens coupled to Class II MHC molecules. These two mechanisms of antigen presentation reflect the different roles of the two types of T cell. A third, minor subtype are the γδ T cells that recognize intact antigens that are not bound to MHC receptors.

Question: Which subtype of T cells identifies complete antigens that are not linked to MHC receptors?"
factual_qa_9476,question_only_no_marker,parsed_full_context_question,False,False,691,0,691,Who was prohibited from entering the Rhineland after 1935 according to the Treaty of Versailles?,"Context: At the end of World War I, the Rhineland was subject to the Treaty of Versailles. This decreed that it would be occupied by the allies, until 1935 and after that, it would be a demilitarised zone, with the German army forbidden to enter. The Treaty of Versailles and this particular provision, in general, caused much resentment in Germany and is often cited as helping Adolf Hitler's rise to power. The allies left the Rhineland, in 1930 and the German army re-occupied it in 1936, which was enormously popular in Germany. Although the allies could probably have prevented the re-occupation, Britain and France were not inclined to do so, a feature of their policy of appeasement to Hitler.

Question: Who was prohibited from entering the Rhineland after 1935 according to the Treaty of Versailles?"
factual_qa_7188,question_only_no_marker,parsed_full_context_question,False,False,938,0,938,"In an ideal moral society, what would all citizens be liberated from, according to the arguments of Robert Nozick and John Rawls?","Context: Robert Nozick argued that government redistributes wealth by force (usually in the form of taxation), and that the ideal moral society would be one where all individuals are free from force. However, Nozick recognized that some modern economic inequalities were the result of forceful taking of property, and a certain amount of redistribution would be justified to compensate for this force but not because of the inequalities themselves. John Rawls argued in A Theory of Justice that inequalities in the distribution of wealth are only justified when they improve society as a whole, including the poorest members. Rawls does not discuss the full implications of his theory of justice. Some see Rawls's argument as a justification for capitalism since even the poorest members of society theoretically benefit from increased innovations under capitalism; others believe only a strong welfare state can satisfy Rawls's theory of justice.

Question: In an ideal moral society, what would all citizens be liberated from, according to the arguments of Robert Nozick and John Rawls?"
factual_qa_4332,question_only_no_marker,parsed_full_context_question,False,False,696,0,696,What were the key focuses of the network described in Baran's research reports?,"Context: Baran developed the concept of distributed adaptive message block switching during his research at the RAND Corporation for the US Air Force into survivable communications networks, first presented to the Air Force in the summer of 1961 as briefing B-265, later published as RAND report P-2626 in 1962, and finally in report RM 3420 in 1964. Report P-2626 described a general architecture for a large-scale, distributed, survivable communications network. The work focuses on three key ideas: use of a decentralized network with multiple paths between any two points, dividing user messages into message blocks, later called packets, and delivery of these messages by store and forward switching.

Question: What were the key focuses of the network described in Baran's research reports?"
factual_qa_9960,question_only_no_marker,parsed_full_context_question,False,False,772,0,772,What concerned Iqbal about India's Hindu-majority population in relation to Muslim heritage and culture?,"Context: Iqbal expressed fears that not only would secularism and secular nationalism weaken the spiritual foundations of Islam and Muslim society, but that India's Hindu-majority population would crowd out Muslim heritage, culture and political influence. In his travels to Egypt, Afghanistan, Palestine and Syria, he promoted ideas of greater Islamic political co-operation and unity, calling for the shedding of nationalist differences. Sir Muhammad Iqbal was elected president of the Muslim League in 1930 at its session in Allahabad as well as for the session in Lahore in 1932. In his Allahabad Address on 29 December 1930, Iqbal outlined a vision of an independent state for Muslim-majority provinces in northwestern India. This address later inspired the Pakistan movement.

Question: What concerned Iqbal about India's Hindu-majority population in relation to Muslim heritage and culture?"
factual_qa_5338,question_only_no_marker,parsed_full_context_question,False,False,725,0,725,Why would a patient opt for an online pharmacy over a traditional community pharmacy?,"Context: Since about the year 2000, a growing number of Internet pharmacies have been established worldwide. Many of these pharmacies are similar to community pharmacies, and in fact, many of them are actually operated by brick-and-mortar community pharmacies that serve consumers online and those that walk in their door. The primary difference is the method by which the medications are requested and received. Some customers consider this to be more convenient and private method rather than traveling to a community drugstore where another customer might overhear about the drugs that they take. Internet pharmacies (also known as online pharmacies) are also recommended to some patients by their physicians if they are homebound.

Question: Why would a patient opt for an online pharmacy over a traditional community pharmacy?"
factual_qa_1687,question_only_no_marker,parsed_full_context_question,False,False,1172,0,1172,"Which Dutch document criticized the Spanish Inquisition and was penned by the Huguenot Pierre L'Oyseleur, lord of Villiers, who served as the court minister to William the Silent during the Dutch Revolt?","Context: Some Huguenots fought in the Low Countries alongside the Dutch against Spain during the first years of the Dutch Revolt (1568–1609). The Dutch Republic rapidly became a destination for Huguenot exiles. Early ties were already visible in the ""Apologie"" of William the Silent, condemning the Spanish Inquisition, which was written by his court minister, the Huguenot Pierre L'Oyseleur, lord of Villiers. Louise de Coligny, daughter of the murdered Huguenot leader Gaspard de Coligny, married William the Silent, leader of the Dutch (Calvinist) revolt against Spanish (Catholic) rule. As both spoke French in daily life, their court church in the Prinsenhof in Delft held services in French. The practice has continued to the present day. The Prinsenhof is one of the 14 active Walloon churches of the Dutch Reformed Church. The ties between Huguenots and the Dutch Republic's military and political leadership, the House of Orange-Nassau, which existed since the early days of the Dutch Revolt, helped support the many early settlements of Huguenots in the Dutch Republic's colonies. They settled at the Cape of Good Hope in South Africa and New Netherland in North America.

Question: Which Dutch document criticized the Spanish Inquisition and was penned by the Huguenot Pierre L'Oyseleur, lord of Villiers, who served as the court minister to William the Silent during the Dutch Revolt?"
factual_qa_7457,question_only_no_marker,parsed_full_context_question,False,False,574,0,574,How many fraternities are affiliated with the University of Chicago?,"Context: There are fifteen fraternities and seven sororities at the University of Chicago, as well as one co-ed community service fraternity, Alpha Phi Omega. Four of the sororities are members of the National Panhellenic Conference, and ten of the fraternities form the University of Chicago Interfraternity Council. In 2002, the Associate Director of Student Activities estimated that 8–10 percent of undergraduates were members of fraternities or sororities. The student activities office has used similar figures, stating that one in ten undergraduates participate in Greek life.

Question: How many fraternities are affiliated with the University of Chicago?"
factual_qa_1717,question_only_no_marker,parsed_full_context_question,False,False,760,0,760,What business did the nobleman start with the settlement in Saarland in 1604?,"Context: Prince Louis de Condé, along with his sons Daniel and Osias,[citation needed] arranged with Count Ludwig von Nassau-Saarbrücken to establish a Huguenot community in present-day Saarland in 1604. The Count supported mercantilism and welcomed technically skilled immigrants into his lands, regardless of their religion. The Condés established a thriving glass-making works, which provided wealth to the principality for many years. Other founding families created enterprises based on textiles and such traditional Huguenot occupations in France. The community and its congregation remain active to this day, with descendants of many of the founding families still living in the region. Some members of this community emigrated to the United States in the 1890s.

Question: What business did the nobleman start with the settlement in Saarland in 1604?"
factual_qa_4928,question_only_no_marker,parsed_full_context_question,False,False,584,0,584,"In the context of rocks, what picks up xenoliths and incorporates them into the matrix of igneous rocks?","Context: The principle of inclusions and components states that, with sedimentary rocks, if inclusions (or clasts) are found in a formation, then the inclusions must be older than the formation that contains them. For example, in sedimentary rocks, it is common for gravel from an older formation to be ripped up and included in a newer layer. A similar situation with igneous rocks occurs when xenoliths are found. These foreign bodies are picked up as magma or lava flows, and are incorporated, later to cool in the matrix. As a result, xenoliths are older than the rock which contains them.

Question: In the context of rocks, what picks up xenoliths and incorporates them into the matrix of igneous rocks?"
factual_qa_7352,question_only_no_marker,parsed_full_context_question,False,False,599,0,599,How many academic majors are available for students to pursue at the University of Chicago across its five collegiate divisions?,"Context: The College of the University of Chicago grants Bachelor of Arts and Bachelor of Science degrees in 50 academic majors and 28 minors. The college's academics are divided into five divisions: the Biological Sciences Collegiate Division, the Physical Sciences Collegiate Division, the Social Sciences Collegiate Division, the Humanities Collegiate Division, and the New Collegiate Division. The first four are sections within their corresponding graduate divisions, while the New Collegiate Division administers interdisciplinary majors and studies which do not fit in one of the other four divisions.

Question: How many academic majors are available for students to pursue at the University of Chicago across its five collegiate divisions?"
factual_qa_7791,question_only_no_marker,parsed_full_context_question,False,False,1153,0,1153,What new crops were introduced or became popular during the Yuan dynasty?,"Context: A rich cultural diversity developed during the Yuan dynasty. The major cultural achievements were the development of drama and the novel and the increased use of the written vernacular. The political unity of China and much of central Asia promoted trade between East and West. The Mongols' extensive West Asian and European contacts produced a fair amount of cultural exchange. The other cultures and peoples in the Mongol World Empire also very much influenced China. It had significantly eased trade and commerce across Asia until its decline; the communications between Yuan dynasty and its ally and subordinate in Persia, the Ilkhanate, encouraged this development. Buddhism had a great influence in the Yuan government, and the Tibetan-rite Tantric Buddhism had significantly influenced China during this period. The Muslims of the Yuan dynasty introduced Middle Eastern cartography, astronomy, medicine, clothing, and diet in East Asia. Eastern crops such as carrots, turnips, new varieties of lemons, eggplants, and melons, high-quality granulated sugar, and cotton were all either introduced or successfully popularized during the Yuan dynasty.

Question: What new crops were introduced or became popular during the Yuan dynasty?"
factual_qa_8355,question_only_no_marker,parsed_full_context_question,False,False,571,0,571,What is the name of the antimicrobial peptides that serve as the primary form of systemic immunity in invertebrates?,"Context: Pattern recognition receptors are proteins used by nearly all organisms to identify molecules associated with pathogens. Antimicrobial peptides called defensins are an evolutionarily conserved component of the innate immune response found in all animals and plants, and represent the main form of invertebrate systemic immunity. The complement system and phagocytic cells are also used by most forms of invertebrate life. Ribonucleases and the RNA interference pathway are conserved across all eukaryotes, and are thought to play a role in the immune response to viruses.

Question: What is the name of the antimicrobial peptides that serve as the primary form of systemic immunity in invertebrates?"
factual_qa_9814,question_only_no_marker,parsed_full_context_question,False,False,602,0,602,How are seats in the Parliament distributed among parties based on the number of votes they receive using the d'Hondt method in the second vote of the ballot?,"Context: The total number of seats in the Parliament are allocated to parties proportionally to the number of votes received in the second vote of the ballot using the d'Hondt method. For example, to determine who is awarded the first list seat, the number of list votes cast for each party is divided by one plus the number of seats the party won in the region (at this point just constituency seats). The party with the highest quotient is awarded the seat, which is then added to its constituency seats in allocating the second seat. This is repeated iteratively until all available list seats are allocated.

Question: How are seats in the Parliament distributed among parties based on the number of votes they receive using the d'Hondt method in the second vote of the ballot?"
