branch,item_id,source_index,source_id,reference_answer,original_prompt,perturbed_prompt,perturbed_prompt_raw,reconstructed_perturbed_prompt_with_context,context,original_question,paraphrased_question,baseline_similarity,perturbation_similarity,uncorrected_drift,noise_corrected_drift,n_original_outputs,n_perturbed_outputs,effects_n_original_outputs,effects_n_perturbed_outputs,original_parse_status,perturbed_parse_status,parse_status,context_changed,original_prompt_matches_generation_in_perturbed_file,perturbed_prompt_matches_prompt_file
outputs,factual_qa_7854,7854,57287e512ca10214002da3fc,Emperor Wenzong,"Context: Since its invention in 1269, the 'Phags-pa script, a unified script for spelling Mongolian, Tibetan, and Chinese languages, was preserved in the court until the end of the dynasty. Most of the Emperors could not master written Chinese, but they could generally converse well in the language. The Mongol custom of long standing quda/marriage alliance with Mongol clans, the Onggirat, and the Ikeres, kept the imperial blood purely Mongol until the reign of Tugh Temur, whose mother was a Tangut concubine. The Mongol Emperors had built large palaces and pavilions, but some still continued to live as nomads at times. Nevertheless, a few other Yuan emperors actively sponsored cultural activities; an example is Tugh Temur (Emperor Wenzong), who wrote poetry, painted, read Chinese classical texts, and ordered the compilation of books.

Question: What was Tugh's Chinese-style name?","Rewrite the prompt:

Context: The 'Phags-pa script, a unified writing system for Mongolian, Tibetan, and Chinese languages, was used in the court until the dynasty's end after its invention in 1269. Despite most Emperors not mastering written Chinese, they were proficient in spoken Chinese. The Mongol Emperors maintained a pure Mongol bloodline through long-standing marriage alliances with clans like the Onggirat and the Ikeres, until Tugh Temur, who had a Tangut concubine mother, disrupted this tradition. While many Mongol Emperors constructed grand palaces, some occasionally lived as nomads. Nevertheless, a few Yuan emperors actively promoted cultural pursuits, such as Tugh Temur (Emperor Wenzong), who engaged in poetry, painting, Chinese literature, and book compilations.

Question: What was Tugh Temur's Chinese name as an Emperor?","Rewrite the prompt:

Context: The 'Phags-pa script, a unified writing system for Mongolian, Tibetan, and Chinese languages, was used in the court until the dynasty's end after its invention in 1269. Despite most Emperors not mastering written Chinese, they were proficient in spoken Chinese. The Mongol Emperors maintained a pure Mongol bloodline through long-standing marriage alliances with clans like the Onggirat and the Ikeres, until Tugh Temur, who had a Tangut concubine mother, disrupted this tradition. While many Mongol Emperors constructed grand palaces, some occasionally lived as nomads. Nevertheless, a few Yuan emperors actively promoted cultural pursuits, such as Tugh Temur (Emperor Wenzong), who engaged in poetry, painting, Chinese literature, and book compilations.

Question: What was Tugh Temur's Chinese name as an Emperor?","Context: Since its invention in 1269, the 'Phags-pa script, a unified script for spelling Mongolian, Tibetan, and Chinese languages, was preserved in the court until the end of the dynasty. Most of the Emperors could not master written Chinese, but they could generally converse well in the language. The Mongol custom of long standing quda/marriage alliance with Mongol clans, the Onggirat, and the Ikeres, kept the imperial blood purely Mongol until the reign of Tugh Temur, whose mother was a Tangut concubine. The Mongol Emperors had built large palaces and pavilions, but some still continued to live as nomads at times. Nevertheless, a few other Yuan emperors actively sponsored cultural activities; an example is Tugh Temur (Emperor Wenzong), who wrote poetry, painted, read Chinese classical texts, and ordered the compilation of books.

Question: What was Tugh Temur's Chinese name as an Emperor?","Since its invention in 1269, the 'Phags-pa script, a unified script for spelling Mongolian, Tibetan, and Chinese languages, was preserved in the court until the end of the dynasty. Most of the Emperors could not master written Chinese, but they could generally converse well in the language. The Mongol custom of long standing quda/marriage alliance with Mongol clans, the Onggirat, and the Ikeres, kept the imperial blood purely Mongol until the reign of Tugh Temur, whose mother was a Tangut concubine. The Mongol Emperors had built large palaces and pavilions, but some still continued to live as nomads at times. Nevertheless, a few other Yuan emperors actively sponsored cultural activities; an example is Tugh Temur (Emperor Wenzong), who wrote poetry, painted, read Chinese classical texts, and ordered the compilation of books.",What was Tugh's Chinese-style name?,What was Tugh Temur's Chinese name as an Emperor?,0.982767,0.772615,0.227385,0.210152,5,5,5,5,parsed_full_context_question,parsed_full_context_question_with_prefix,original=parsed_full_context_question;perturbed=parsed_full_context_question_with_prefix,True,True,True
outputs,factual_qa_7989,7989,572885023acd2414000dfa83,Northern,"Context: The reason for the order of the classes and the reason why people were placed in a certain class was the date they surrendered to the Mongols, and had nothing to do with their ethnicity. The earlier they surrendered to the Mongols, the higher they were placed, the more the held out, the lower they were ranked. The Northern Chinese were ranked higher and Southern Chinese were ranked lower because southern China withstood and fought to the last before caving in. Major commerce during this era gave rise to favorable conditions for private southern Chinese manufacturers and merchants.

Question: Which part of China had people ranked higher in the class system?","Rewrite the prompt to maintain the same meaning:

Context: Class rankings were determined by the timing of surrender to the Mongols, not ethnicity. Those who surrendered early were placed higher, while those who resisted longer were ranked lower. Northern Chinese ranked higher than Southern Chinese due to the latter's prolonged resistance. Favorable conditions for private manufacturers and merchants in southern China were influenced by significant commerce during this period.

Question: In which region of China were individuals placed higher in the class system?","Rewrite the prompt to maintain the same meaning:

Context: Class rankings were determined by the timing of surrender to the Mongols, not ethnicity. Those who surrendered early were placed higher, while those who resisted longer were ranked lower. Northern Chinese ranked higher than Southern Chinese due to the latter's prolonged resistance. Favorable conditions for private manufacturers and merchants in southern China were influenced by significant commerce during this period.

Question: In which region of China were individuals placed higher in the class system?","Context: The reason for the order of the classes and the reason why people were placed in a certain class was the date they surrendered to the Mongols, and had nothing to do with their ethnicity. The earlier they surrendered to the Mongols, the higher they were placed, the more the held out, the lower they were ranked. The Northern Chinese were ranked higher and Southern Chinese were ranked lower because southern China withstood and fought to the last before caving in. Major commerce during this era gave rise to favorable conditions for private southern Chinese manufacturers and merchants.

Question: In which region of China were individuals placed higher in the class system?","The reason for the order of the classes and the reason why people were placed in a certain class was the date they surrendered to the Mongols, and had nothing to do with their ethnicity. The earlier they surrendered to the Mongols, the higher they were placed, the more the held out, the lower they were ranked. The Northern Chinese were ranked higher and Southern Chinese were ranked lower because southern China withstood and fought to the last before caving in. Major commerce during this era gave rise to favorable conditions for private southern Chinese manufacturers and merchants.",Which part of China had people ranked higher in the class system?,In which region of China were individuals placed higher in the class system?,0.965644,0.842719,0.157281,0.122925,5,5,5,5,parsed_full_context_question,parsed_full_context_question_with_prefix,original=parsed_full_context_question;perturbed=parsed_full_context_question_with_prefix,True,True,True
outputs,factual_qa_800,800,570602fa52bb89140068979f,global,"Context: Southern California is divided culturally, politically, and economically into distinctive regions, each containing its own culture and atmosphere, anchored usually by a city with both national and sometimes global recognition, which are often the hub of economic activity for its respective region and being home to many tourist destinations. Each region is further divided into many culturally distinct areas but as a whole combine to create the southern California atmosphere.

Question: Outside of national recognition, what other kind of recognition do some of the cities get?","In Southern California, various regions are culturally, politically, and economically distinct, each centered around a city known nationally and sometimes globally. These cities serve as economic hubs and tourist destinations. Apart from national recognition, what other types of recognition do these cities receive?","In Southern California, various regions are culturally, politically, and economically distinct, each centered around a city known nationally and sometimes globally. These cities serve as economic hubs and tourist destinations. Apart from national recognition, what other types of recognition do these cities receive?","Context: Southern California is divided culturally, politically, and economically into distinctive regions, each containing its own culture and atmosphere, anchored usually by a city with both national and sometimes global recognition, which are often the hub of economic activity for its respective region and being home to many tourist destinations. Each region is further divided into many culturally distinct areas but as a whole combine to create the southern California atmosphere.

Question: In Southern California, various regions are culturally, politically, and economically distinct, each centered around a city known nationally and sometimes globally. These cities serve as economic hubs and tourist destinations. Apart from national recognition, what other types of recognition do these cities receive?","Southern California is divided culturally, politically, and economically into distinctive regions, each containing its own culture and atmosphere, anchored usually by a city with both national and sometimes global recognition, which are often the hub of economic activity for its respective region and being home to many tourist destinations. Each region is further divided into many culturally distinct areas but as a whole combine to create the southern California atmosphere.","Outside of national recognition, what other kind of recognition do some of the cities get?","In Southern California, various regions are culturally, politically, and economically distinct, each centered around a city known nationally and sometimes globally. These cities serve as economic hubs and tourist destinations. Apart from national recognition, what other types of recognition do these cities receive?",0.881063,0.818337,0.181663,0.062726,5,5,5,5,parsed_full_context_question,question_only_no_marker,original=parsed_full_context_question;perturbed=question_only_no_marker,True,True,True
outputs,factual_qa_8049,8049,5728f6446aef0514001548e5,adaptive immune system,"Context: The immune system protects organisms from infection with layered defenses of increasing specificity. In simple terms, physical barriers prevent pathogens such as bacteria and viruses from entering the organism. If a pathogen breaches these barriers, the innate immune system provides an immediate, but non-specific response. Innate immune systems are found in all plants and animals. If pathogens successfully evade the innate response, vertebrates possess a second layer of protection, the adaptive immune system, which is activated by the innate response. Here, the immune system adapts its response during an infection to improve its recognition of the pathogen. This improved response is then retained after the pathogen has been eliminated, in the form of an immunological memory, and allows the adaptive immune system to mount faster and stronger attacks each time this pathogen is encountered.

Question: What immune system is activated by the innate response?",What immune system is triggered by the innate response in organisms to provide a more specific defense against pathogens?,What immune system is triggered by the innate response in organisms to provide a more specific defense against pathogens?,"Context: The immune system protects organisms from infection with layered defenses of increasing specificity. In simple terms, physical barriers prevent pathogens such as bacteria and viruses from entering the organism. If a pathogen breaches these barriers, the innate immune system provides an immediate, but non-specific response. Innate immune systems are found in all plants and animals. If pathogens successfully evade the innate response, vertebrates possess a second layer of protection, the adaptive immune system, which is activated by the innate response. Here, the immune system adapts its response during an infection to improve its recognition of the pathogen. This improved response is then retained after the pathogen has been eliminated, in the form of an immunological memory, and allows the adaptive immune system to mount faster and stronger attacks each time this pathogen is encountered.

Question: What immune system is triggered by the innate response in organisms to provide a more specific defense against pathogens?","The immune system protects organisms from infection with layered defenses of increasing specificity. In simple terms, physical barriers prevent pathogens such as bacteria and viruses from entering the organism. If a pathogen breaches these barriers, the innate immune system provides an immediate, but non-specific response. Innate immune systems are found in all plants and animals. If pathogens successfully evade the innate response, vertebrates possess a second layer of protection, the adaptive immune system, which is activated by the innate response. Here, the immune system adapts its response during an infection to improve its recognition of the pathogen. This improved response is then retained after the pathogen has been eliminated, in the form of an immunological memory, and allows the adaptive immune system to mount faster and stronger attacks each time this pathogen is encountered.",What immune system is activated by the innate response?,What immune system is triggered by the innate response in organisms to provide a more specific defense against pathogens?,1.0,0.850262,0.149738,0.149738,5,5,5,5,parsed_full_context_question,question_only_no_marker,original=parsed_full_context_question;perturbed=question_only_no_marker,True,True,True
outputs,factual_qa_8077,8077,5728fb002ca10214002dab6b,The waxy cuticle,"Context: Several barriers protect organisms from infection, including mechanical, chemical, and biological barriers. The waxy cuticle of many leaves, the exoskeleton of insects, the shells and membranes of externally deposited eggs, and skin are examples of mechanical barriers that are the first line of defense against infection. However, as organisms cannot be completely sealed from their environments, other systems act to protect body openings such as the lungs, intestines, and the genitourinary tract. In the lungs, coughing and sneezing mechanically eject pathogens and other irritants from the respiratory tract. The flushing action of tears and urine also mechanically expels pathogens, while mucus secreted by the respiratory and gastrointestinal tract serves to trap and entangle microorganisms.

Question: What is an example of a mechanical barrier on leaves?",What is a mechanical barrier example found on leaves to protect against infection?,What is a mechanical barrier example found on leaves to protect against infection?,"Context: Several barriers protect organisms from infection, including mechanical, chemical, and biological barriers. The waxy cuticle of many leaves, the exoskeleton of insects, the shells and membranes of externally deposited eggs, and skin are examples of mechanical barriers that are the first line of defense against infection. However, as organisms cannot be completely sealed from their environments, other systems act to protect body openings such as the lungs, intestines, and the genitourinary tract. In the lungs, coughing and sneezing mechanically eject pathogens and other irritants from the respiratory tract. The flushing action of tears and urine also mechanically expels pathogens, while mucus secreted by the respiratory and gastrointestinal tract serves to trap and entangle microorganisms.

Question: What is a mechanical barrier example found on leaves to protect against infection?","Several barriers protect organisms from infection, including mechanical, chemical, and biological barriers. The waxy cuticle of many leaves, the exoskeleton of insects, the shells and membranes of externally deposited eggs, and skin are examples of mechanical barriers that are the first line of defense against infection. However, as organisms cannot be completely sealed from their environments, other systems act to protect body openings such as the lungs, intestines, and the genitourinary tract. In the lungs, coughing and sneezing mechanically eject pathogens and other irritants from the respiratory tract. The flushing action of tears and urine also mechanically expels pathogens, while mucus secreted by the respiratory and gastrointestinal tract serves to trap and entangle microorganisms.",What is an example of a mechanical barrier on leaves?,What is a mechanical barrier example found on leaves to protect against infection?,1.0,0.862595,0.137405,0.137405,5,5,5,5,parsed_full_context_question,question_only_no_marker,original=parsed_full_context_question;perturbed=question_only_no_marker,True,True,True
outputs,factual_qa_8164,8164,5729f12e3f37b319004785e3,pathogens or pathogen-infected cells,"Context: The adaptive immune system evolved in early vertebrates and allows for a stronger immune response as well as immunological memory, where each pathogen is ""remembered"" by a signature antigen. The adaptive immune response is antigen-specific and requires the recognition of specific ""non-self"" antigens during a process called antigen presentation. Antigen specificity allows for the generation of responses that are tailored to specific pathogens or pathogen-infected cells. The ability to mount these tailored responses is maintained in the body by ""memory cells"". Should a pathogen infect the body more than once, these specific memory cells are used to quickly eliminate it.

Question: Antigen specificity allows responses that are specific to certain types of what?",How does the concept of antigen specificity enable the immune system to generate responses that are targeted towards particular types of what?,How does the concept of antigen specificity enable the immune system to generate responses that are targeted towards particular types of what?,"Context: The adaptive immune system evolved in early vertebrates and allows for a stronger immune response as well as immunological memory, where each pathogen is ""remembered"" by a signature antigen. The adaptive immune response is antigen-specific and requires the recognition of specific ""non-self"" antigens during a process called antigen presentation. Antigen specificity allows for the generation of responses that are tailored to specific pathogens or pathogen-infected cells. The ability to mount these tailored responses is maintained in the body by ""memory cells"". Should a pathogen infect the body more than once, these specific memory cells are used to quickly eliminate it.

Question: How does the concept of antigen specificity enable the immune system to generate responses that are targeted towards particular types of what?","The adaptive immune system evolved in early vertebrates and allows for a stronger immune response as well as immunological memory, where each pathogen is ""remembered"" by a signature antigen. The adaptive immune response is antigen-specific and requires the recognition of specific ""non-self"" antigens during a process called antigen presentation. Antigen specificity allows for the generation of responses that are tailored to specific pathogens or pathogen-infected cells. The ability to mount these tailored responses is maintained in the body by ""memory cells"". Should a pathogen infect the body more than once, these specific memory cells are used to quickly eliminate it.",Antigen specificity allows responses that are specific to certain types of what?,How does the concept of antigen specificity enable the immune system to generate responses that are targeted towards particular types of what?,1.0,0.859343,0.140657,0.140657,5,5,5,5,parsed_full_context_question,question_only_no_marker,original=parsed_full_context_question;perturbed=question_only_no_marker,True,True,True
outputs,factual_qa_8302,8302,5729ffda1d046914007796b2,natural specificity of the immune system,"Context: Long-term active memory is acquired following infection by activation of B and T cells. Active immunity can also be generated artificially, through vaccination. The principle behind vaccination (also called immunization) is to introduce an antigen from a pathogen in order to stimulate the immune system and develop specific immunity against that particular pathogen without causing disease associated with that organism. This deliberate induction of an immune response is successful because it exploits the natural specificity of the immune system, as well as its inducibility. With infectious disease remaining one of the leading causes of death in the human population, vaccination represents the most effective manipulation of the immune system mankind has developed.

Question: Vaccination exploits what feature of the human immune system in order to be successful?",What aspect of the human immune system does vaccination utilize to achieve success?,What aspect of the human immune system does vaccination utilize to achieve success?,"Context: Long-term active memory is acquired following infection by activation of B and T cells. Active immunity can also be generated artificially, through vaccination. The principle behind vaccination (also called immunization) is to introduce an antigen from a pathogen in order to stimulate the immune system and develop specific immunity against that particular pathogen without causing disease associated with that organism. This deliberate induction of an immune response is successful because it exploits the natural specificity of the immune system, as well as its inducibility. With infectious disease remaining one of the leading causes of death in the human population, vaccination represents the most effective manipulation of the immune system mankind has developed.

Question: What aspect of the human immune system does vaccination utilize to achieve success?","Long-term active memory is acquired following infection by activation of B and T cells. Active immunity can also be generated artificially, through vaccination. The principle behind vaccination (also called immunization) is to introduce an antigen from a pathogen in order to stimulate the immune system and develop specific immunity against that particular pathogen without causing disease associated with that organism. This deliberate induction of an immune response is successful because it exploits the natural specificity of the immune system, as well as its inducibility. With infectious disease remaining one of the leading causes of death in the human population, vaccination represents the most effective manipulation of the immune system mankind has developed.",Vaccination exploits what feature of the human immune system in order to be successful?,What aspect of the human immune system does vaccination utilize to achieve success?,0.993622,0.796315,0.203685,0.197307,5,5,5,5,parsed_full_context_question,question_only_no_marker,original=parsed_full_context_question;perturbed=question_only_no_marker,True,True,True
outputs,factual_qa_8326,8326,572a03086aef0514001551a2,Glucocorticoids,"Context: Anti-inflammatory drugs are often used to control the effects of inflammation. Glucocorticoids are the most powerful of these drugs; however, these drugs can have many undesirable side effects, such as central obesity, hyperglycemia, osteoporosis, and their use must be tightly controlled. Lower doses of anti-inflammatory drugs are often used in conjunction with cytotoxic or immunosuppressive drugs such as methotrexate or azathioprine. Cytotoxic drugs inhibit the immune response by killing dividing cells such as activated T cells. However, the killing is indiscriminate and other constantly dividing cells and their organs are affected, which causes toxic side effects. Immunosuppressive drugs such as cyclosporin prevent T cells from responding to signals correctly by inhibiting signal transduction pathways.

Question: What are the most powerful class of anti-inflammatory drugs?",What class of drugs is considered the most potent among anti-inflammatory medications and what are some of the side effects associated with their use?,What class of drugs is considered the most potent among anti-inflammatory medications and what are some of the side effects associated with their use?,"Context: Anti-inflammatory drugs are often used to control the effects of inflammation. Glucocorticoids are the most powerful of these drugs; however, these drugs can have many undesirable side effects, such as central obesity, hyperglycemia, osteoporosis, and their use must be tightly controlled. Lower doses of anti-inflammatory drugs are often used in conjunction with cytotoxic or immunosuppressive drugs such as methotrexate or azathioprine. Cytotoxic drugs inhibit the immune response by killing dividing cells such as activated T cells. However, the killing is indiscriminate and other constantly dividing cells and their organs are affected, which causes toxic side effects. Immunosuppressive drugs such as cyclosporin prevent T cells from responding to signals correctly by inhibiting signal transduction pathways.

Question: What class of drugs is considered the most potent among anti-inflammatory medications and what are some of the side effects associated with their use?","Anti-inflammatory drugs are often used to control the effects of inflammation. Glucocorticoids are the most powerful of these drugs; however, these drugs can have many undesirable side effects, such as central obesity, hyperglycemia, osteoporosis, and their use must be tightly controlled. Lower doses of anti-inflammatory drugs are often used in conjunction with cytotoxic or immunosuppressive drugs such as methotrexate or azathioprine. Cytotoxic drugs inhibit the immune response by killing dividing cells such as activated T cells. However, the killing is indiscriminate and other constantly dividing cells and their organs are affected, which causes toxic side effects. Immunosuppressive drugs such as cyclosporin prevent T cells from responding to signals correctly by inhibiting signal transduction pathways.",What are the most powerful class of anti-inflammatory drugs?,What class of drugs is considered the most potent among anti-inflammatory medications and what are some of the side effects associated with their use?,0.999418,0.628145,0.371855,0.371273,5,5,5,5,parsed_full_context_question,question_only_no_marker,original=parsed_full_context_question;perturbed=question_only_no_marker,True,True,True
outputs,factual_qa_8650,8650,572949306aef051400154c6b,2001,"Context: Another example of scientific research which suggests that previous estimates by the IPCC, far from overstating dangers and risks, have actually understated them is a study on projected rises in sea levels. When the researchers' analysis was ""applied to the possible scenarios outlined by the Intergovernmental Panel on Climate Change (IPCC), the researchers found that in 2100 sea levels would be 0.5–1.4 m [50–140 cm] above 1990 levels. These values are much greater than the 9–88 cm as projected by the IPCC itself in its Third Assessment Report, published in 2001"". This may have been due, in part, to the expanding human understanding of climate.

Question: When was the Third Assessment Report published?",When was the Third Assessment Report released by the IPCC?,When was the Third Assessment Report released by the IPCC?,"Context: Another example of scientific research which suggests that previous estimates by the IPCC, far from overstating dangers and risks, have actually understated them is a study on projected rises in sea levels. When the researchers' analysis was ""applied to the possible scenarios outlined by the Intergovernmental Panel on Climate Change (IPCC), the researchers found that in 2100 sea levels would be 0.5–1.4 m [50–140 cm] above 1990 levels. These values are much greater than the 9–88 cm as projected by the IPCC itself in its Third Assessment Report, published in 2001"". This may have been due, in part, to the expanding human understanding of climate.

Question: When was the Third Assessment Report released by the IPCC?","Another example of scientific research which suggests that previous estimates by the IPCC, far from overstating dangers and risks, have actually understated them is a study on projected rises in sea levels. When the researchers' analysis was ""applied to the possible scenarios outlined by the Intergovernmental Panel on Climate Change (IPCC), the researchers found that in 2100 sea levels would be 0.5–1.4 m [50–140 cm] above 1990 levels. These values are much greater than the 9–88 cm as projected by the IPCC itself in its Third Assessment Report, published in 2001"". This may have been due, in part, to the expanding human understanding of climate.",When was the Third Assessment Report published?,When was the Third Assessment Report released by the IPCC?,0.844623,0.900892,0.099108,-0.056269,5,5,5,5,parsed_full_context_question,question_only_no_marker,original=parsed_full_context_question;perturbed=question_only_no_marker,True,True,True
outputs,factual_qa_8989,8989,5729a26d6aef05140015505d,local-global principle,"Context: In particular, this norm gets smaller when a number is multiplied by p, in sharp contrast to the usual absolute value (also referred to as the infinite prime). While completing Q (roughly, filling the gaps) with respect to the absolute value yields the field of real numbers, completing with respect to the p-adic norm |−|p yields the field of p-adic numbers. These are essentially all possible ways to complete Q, by Ostrowski's theorem. Certain arithmetic questions related to Q or more general global fields may be transferred back and forth to the completed (or local) fields. This local-global principle again underlines the importance of primes to number theory.

Question: What principle highlights the significance of primes in number theory",What principle underscores the importance of primes in number theory?,What principle underscores the importance of primes in number theory?,"Context: In particular, this norm gets smaller when a number is multiplied by p, in sharp contrast to the usual absolute value (also referred to as the infinite prime). While completing Q (roughly, filling the gaps) with respect to the absolute value yields the field of real numbers, completing with respect to the p-adic norm |−|p yields the field of p-adic numbers. These are essentially all possible ways to complete Q, by Ostrowski's theorem. Certain arithmetic questions related to Q or more general global fields may be transferred back and forth to the completed (or local) fields. This local-global principle again underlines the importance of primes to number theory.

Question: What principle underscores the importance of primes in number theory?","In particular, this norm gets smaller when a number is multiplied by p, in sharp contrast to the usual absolute value (also referred to as the infinite prime). While completing Q (roughly, filling the gaps) with respect to the absolute value yields the field of real numbers, completing with respect to the p-adic norm |−|p yields the field of p-adic numbers. These are essentially all possible ways to complete Q, by Ostrowski's theorem. Certain arithmetic questions related to Q or more general global fields may be transferred back and forth to the completed (or local) fields. This local-global principle again underlines the importance of primes to number theory.",What principle highlights the significance of primes in number theory,What principle underscores the importance of primes in number theory?,0.951029,0.692551,0.307449,0.258478,5,5,5,5,parsed_full_context_question,question_only_no_marker,original=parsed_full_context_question;perturbed=question_only_no_marker,True,True,True
outputs,factual_qa_919,919,5706143575f01819005e7950,NFL,"Context: Professional sports teams in Southern California include teams from the NFL (Los Angeles Rams, San Diego Chargers); NBA (Los Angeles Lakers, Los Angeles Clippers); MLB (Los Angeles Dodgers, Los Angeles Angels of Anaheim, San Diego Padres); NHL (Los Angeles Kings, Anaheim Ducks); and MLS (LA Galaxy).

Question: The Los Angeles Rams are an example of what kind of sports team?","What type of sports team do the Los Angeles Rams represent among the professional sports teams in Southern California that include NFL, NBA, MLB, NHL, and MLS teams?","What type of sports team do the Los Angeles Rams represent among the professional sports teams in Southern California that include NFL, NBA, MLB, NHL, and MLS teams?","Context: Professional sports teams in Southern California include teams from the NFL (Los Angeles Rams, San Diego Chargers); NBA (Los Angeles Lakers, Los Angeles Clippers); MLB (Los Angeles Dodgers, Los Angeles Angels of Anaheim, San Diego Padres); NHL (Los Angeles Kings, Anaheim Ducks); and MLS (LA Galaxy).

Question: What type of sports team do the Los Angeles Rams represent among the professional sports teams in Southern California that include NFL, NBA, MLB, NHL, and MLS teams?","Professional sports teams in Southern California include teams from the NFL (Los Angeles Rams, San Diego Chargers); NBA (Los Angeles Lakers, Los Angeles Clippers); MLB (Los Angeles Dodgers, Los Angeles Angels of Anaheim, San Diego Padres); NHL (Los Angeles Kings, Anaheim Ducks); and MLS (LA Galaxy).",The Los Angeles Rams are an example of what kind of sports team?,"What type of sports team do the Los Angeles Rams represent among the professional sports teams in Southern California that include NFL, NBA, MLB, NHL, and MLS teams?",1.0,0.866428,0.133572,0.133572,5,5,5,5,parsed_full_context_question,question_only_no_marker,original=parsed_full_context_question;perturbed=question_only_no_marker,True,True,True
outputs,factual_qa_9228,9228,572ff430a23a5019007fcbaa,Rhine-Ruhr,"Context: The Lower Rhine flows through North Rhine-Westphalia. Its banks are usually heavily populated and industrialized, in particular the agglomerations Cologne, Düsseldorf and Ruhr area. Here the Rhine flows through the largest conurbation in Germany, the Rhine-Ruhr region. One of the most important cities in this region is Duisburg with the largest river port in Europe (Duisport). The region downstream of Duisburg is more agricultural. In Wesel, 30 km downstream of Duisburg, is located the western end of the second east-west shipping route, the Wesel-Datteln Canal, which runs parallel to the Lippe. Between Emmerich and Cleves the Emmerich Rhine Bridge, the longest suspension bridge in Germany, crosses the 400 m wide river. Near Krefeld, the river crosses the Uerdingen line, the line which separates the areas where Low German and High German are spoken.

Question: What is the region called that is the largest conurbation of the Rhine?","Rewrite the prompt while keeping the same meaning:

Context: The Lower Rhine flows through North Rhine-Westphalia, where its banks are densely populated and industrialized, notably in cities like Cologne, Düsseldorf, and the Ruhr area. This area forms the largest conurbation in Germany known as the Rhine-Ruhr region. Duisburg, a key city in this region, houses Europe's largest river port, Duisport. Moving downstream from Duisburg, the region becomes more agricultural. The Wesel-Datteln Canal, the second east-west shipping route in Germany, ends in Wesel, located 30 km downstream from Duisburg, running parallel to the Lippe. The Emmerich Rhine Bridge, the longest suspension bridge in Germany, spans the river, which is 400 m wide, between Emmerich and Cleves. Near Krefeld, the Rhine intersects the Uerdingen line, marking the linguistic boundary between Low German and High German speaking regions.

Question: What is the name of the region that constitutes the largest conurbation along the Rhine?","Rewrite the prompt while keeping the same meaning:

Context: The Lower Rhine flows through North Rhine-Westphalia, where its banks are densely populated and industrialized, notably in cities like Cologne, Düsseldorf, and the Ruhr area. This area forms the largest conurbation in Germany known as the Rhine-Ruhr region. Duisburg, a key city in this region, houses Europe's largest river port, Duisport. Moving downstream from Duisburg, the region becomes more agricultural. The Wesel-Datteln Canal, the second east-west shipping route in Germany, ends in Wesel, located 30 km downstream from Duisburg, running parallel to the Lippe. The Emmerich Rhine Bridge, the longest suspension bridge in Germany, spans the river, which is 400 m wide, between Emmerich and Cleves. Near Krefeld, the Rhine intersects the Uerdingen line, marking the linguistic boundary between Low German and High German speaking regions.

Question: What is the name of the region that constitutes the largest conurbation along the Rhine?","Context: The Lower Rhine flows through North Rhine-Westphalia. Its banks are usually heavily populated and industrialized, in particular the agglomerations Cologne, Düsseldorf and Ruhr area. Here the Rhine flows through the largest conurbation in Germany, the Rhine-Ruhr region. One of the most important cities in this region is Duisburg with the largest river port in Europe (Duisport). The region downstream of Duisburg is more agricultural. In Wesel, 30 km downstream of Duisburg, is located the western end of the second east-west shipping route, the Wesel-Datteln Canal, which runs parallel to the Lippe. Between Emmerich and Cleves the Emmerich Rhine Bridge, the longest suspension bridge in Germany, crosses the 400 m wide river. Near Krefeld, the river crosses the Uerdingen line, the line which separates the areas where Low German and High German are spoken.

Question: What is the name of the region that constitutes the largest conurbation along the Rhine?","The Lower Rhine flows through North Rhine-Westphalia. Its banks are usually heavily populated and industrialized, in particular the agglomerations Cologne, Düsseldorf and Ruhr area. Here the Rhine flows through the largest conurbation in Germany, the Rhine-Ruhr region. One of the most important cities in this region is Duisburg with the largest river port in Europe (Duisport). The region downstream of Duisburg is more agricultural. In Wesel, 30 km downstream of Duisburg, is located the western end of the second east-west shipping route, the Wesel-Datteln Canal, which runs parallel to the Lippe. Between Emmerich and Cleves the Emmerich Rhine Bridge, the longest suspension bridge in Germany, crosses the 400 m wide river. Near Krefeld, the river crosses the Uerdingen line, the line which separates the areas where Low German and High German are spoken.",What is the region called that is the largest conurbation of the Rhine?,What is the name of the region that constitutes the largest conurbation along the Rhine?,0.992375,0.747874,0.252126,0.244502,5,5,5,5,parsed_full_context_question,parsed_full_context_question_with_prefix,original=parsed_full_context_question;perturbed=parsed_full_context_question_with_prefix,True,True,True
