case_id,task,dataset,perturbation,version,sample_idx,stored_score,recomputed_score,changed
promptrobust_pdr_paraphrase_humaneval_02,code_generation,HumanEval,paraphrase,original,3,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_02,code_generation,HumanEval,paraphrase,original,4,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_02,code_generation,HumanEval,paraphrase,perturbed,0,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_02,code_generation,HumanEval,paraphrase,perturbed,1,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_02,code_generation,HumanEval,paraphrase,perturbed,2,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_02,code_generation,HumanEval,paraphrase,perturbed,3,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_02,code_generation,HumanEval,paraphrase,perturbed,4,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_07,code_generation,HumanEval,paraphrase,original,0,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_07,code_generation,HumanEval,paraphrase,original,1,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_07,code_generation,HumanEval,paraphrase,original,2,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_07,code_generation,HumanEval,paraphrase,original,3,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_07,code_generation,HumanEval,paraphrase,original,4,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_07,code_generation,HumanEval,paraphrase,perturbed,0,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_07,code_generation,HumanEval,paraphrase,perturbed,1,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_07,code_generation,HumanEval,paraphrase,perturbed,2,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_07,code_generation,HumanEval,paraphrase,perturbed,3,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_07,code_generation,HumanEval,paraphrase,perturbed,4,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_12,code_generation,HumanEval,paraphrase,original,0,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_12,code_generation,HumanEval,paraphrase,original,1,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_12,code_generation,HumanEval,paraphrase,original,2,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_12,code_generation,HumanEval,paraphrase,original,3,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_12,code_generation,HumanEval,paraphrase,original,4,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_12,code_generation,HumanEval,paraphrase,perturbed,0,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_12,code_generation,HumanEval,paraphrase,perturbed,1,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_12,code_generation,HumanEval,paraphrase,perturbed,2,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_12,code_generation,HumanEval,paraphrase,perturbed,3,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_12,code_generation,HumanEval,paraphrase,perturbed,4,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_17,code_generation,HumanEval,paraphrase,original,0,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_17,code_generation,HumanEval,paraphrase,original,1,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_17,code_generation,HumanEval,paraphrase,original,2,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_17,code_generation,HumanEval,paraphrase,original,3,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_17,code_generation,HumanEval,paraphrase,original,4,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_17,code_generation,HumanEval,paraphrase,perturbed,0,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_17,code_generation,HumanEval,paraphrase,perturbed,1,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_17,code_generation,HumanEval,paraphrase,perturbed,2,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_17,code_generation,HumanEval,paraphrase,perturbed,3,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_17,code_generation,HumanEval,paraphrase,perturbed,4,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_22,code_generation,HumanEval,paraphrase,original,0,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_22,code_generation,HumanEval,paraphrase,original,1,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_22,code_generation,HumanEval,paraphrase,original,2,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_22,code_generation,HumanEval,paraphrase,original,3,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_22,code_generation,HumanEval,paraphrase,original,4,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_22,code_generation,HumanEval,paraphrase,perturbed,0,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_22,code_generation,HumanEval,paraphrase,perturbed,1,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_22,code_generation,HumanEval,paraphrase,perturbed,2,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_22,code_generation,HumanEval,paraphrase,perturbed,3,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_22,code_generation,HumanEval,paraphrase,perturbed,4,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_27,code_generation,HumanEval,paraphrase,original,0,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_27,code_generation,HumanEval,paraphrase,original,1,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_27,code_generation,HumanEval,paraphrase,original,2,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_27,code_generation,HumanEval,paraphrase,original,3,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_27,code_generation,HumanEval,paraphrase,original,4,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_27,code_generation,HumanEval,paraphrase,perturbed,0,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_27,code_generation,HumanEval,paraphrase,perturbed,1,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_27,code_generation,HumanEval,paraphrase,perturbed,2,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_27,code_generation,HumanEval,paraphrase,perturbed,3,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_27,code_generation,HumanEval,paraphrase,perturbed,4,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_32,code_generation,HumanEval,paraphrase,original,0,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_32,code_generation,HumanEval,paraphrase,original,1,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_32,code_generation,HumanEval,paraphrase,original,2,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_32,code_generation,HumanEval,paraphrase,original,3,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_32,code_generation,HumanEval,paraphrase,original,4,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_32,code_generation,HumanEval,paraphrase,perturbed,0,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_32,code_generation,HumanEval,paraphrase,perturbed,1,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_32,code_generation,HumanEval,paraphrase,perturbed,2,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_32,code_generation,HumanEval,paraphrase,perturbed,3,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_32,code_generation,HumanEval,paraphrase,perturbed,4,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_37,code_generation,HumanEval,paraphrase,original,0,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_37,code_generation,HumanEval,paraphrase,original,1,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_37,code_generation,HumanEval,paraphrase,original,2,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_37,code_generation,HumanEval,paraphrase,original,3,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_37,code_generation,HumanEval,paraphrase,original,4,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_37,code_generation,HumanEval,paraphrase,perturbed,0,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_37,code_generation,HumanEval,paraphrase,perturbed,1,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_37,code_generation,HumanEval,paraphrase,perturbed,2,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_37,code_generation,HumanEval,paraphrase,perturbed,3,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_37,code_generation,HumanEval,paraphrase,perturbed,4,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_42,code_generation,HumanEval,paraphrase,original,0,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_42,code_generation,HumanEval,paraphrase,original,1,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_42,code_generation,HumanEval,paraphrase,original,2,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_42,code_generation,HumanEval,paraphrase,original,3,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_42,code_generation,HumanEval,paraphrase,original,4,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_42,code_generation,HumanEval,paraphrase,perturbed,0,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_42,code_generation,HumanEval,paraphrase,perturbed,1,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_42,code_generation,HumanEval,paraphrase,perturbed,2,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_42,code_generation,HumanEval,paraphrase,perturbed,3,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_42,code_generation,HumanEval,paraphrase,perturbed,4,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_47,code_generation,HumanEval,paraphrase,original,0,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_47,code_generation,HumanEval,paraphrase,original,1,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_47,code_generation,HumanEval,paraphrase,original,2,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_47,code_generation,HumanEval,paraphrase,original,3,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_47,code_generation,HumanEval,paraphrase,original,4,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_47,code_generation,HumanEval,paraphrase,perturbed,0,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_47,code_generation,HumanEval,paraphrase,perturbed,1,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_47,code_generation,HumanEval,paraphrase,perturbed,2,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_47,code_generation,HumanEval,paraphrase,perturbed,3,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_47,code_generation,HumanEval,paraphrase,perturbed,4,1.0,1.0,0
promptrobust_pdr_reordering_squad_02,factual_qa,SQuAD V2,reordering,original,0,1.0,1.0,0
promptrobust_pdr_reordering_squad_02,factual_qa,SQuAD V2,reordering,original,1,1.0,1.0,0
promptrobust_pdr_reordering_squad_02,factual_qa,SQuAD V2,reordering,original,2,1.0,1.0,0
promptrobust_pdr_reordering_squad_02,factual_qa,SQuAD V2,reordering,original,3,1.0,1.0,0
promptrobust_pdr_reordering_squad_02,factual_qa,SQuAD V2,reordering,original,4,1.0,1.0,0
promptrobust_pdr_reordering_squad_02,factual_qa,SQuAD V2,reordering,perturbed,0,1.0,1.0,0
promptrobust_pdr_reordering_squad_02,factual_qa,SQuAD V2,reordering,perturbed,1,1.0,1.0,0
promptrobust_pdr_reordering_squad_02,factual_qa,SQuAD V2,reordering,perturbed,2,1.0,1.0,0
promptrobust_pdr_reordering_squad_02,factual_qa,SQuAD V2,reordering,perturbed,3,1.0,1.0,0
promptrobust_pdr_reordering_squad_02,factual_qa,SQuAD V2,reordering,perturbed,4,1.0,1.0,0
promptrobust_pdr_reordering_squad_07,factual_qa,SQuAD V2,reordering,original,0,1.0,1.0,0
promptrobust_pdr_reordering_squad_07,factual_qa,SQuAD V2,reordering,original,1,1.0,1.0,0
promptrobust_pdr_reordering_squad_07,factual_qa,SQuAD V2,reordering,original,2,1.0,1.0,0
promptrobust_pdr_reordering_squad_07,factual_qa,SQuAD V2,reordering,original,3,1.0,1.0,0
promptrobust_pdr_reordering_squad_07,factual_qa,SQuAD V2,reordering,original,4,1.0,1.0,0
promptrobust_pdr_reordering_squad_07,factual_qa,SQuAD V2,reordering,perturbed,0,1.0,1.0,0
promptrobust_pdr_reordering_squad_07,factual_qa,SQuAD V2,reordering,perturbed,1,1.0,1.0,0
promptrobust_pdr_reordering_squad_07,factual_qa,SQuAD V2,reordering,perturbed,2,1.0,1.0,0
promptrobust_pdr_reordering_squad_07,factual_qa,SQuAD V2,reordering,perturbed,3,1.0,1.0,0
promptrobust_pdr_reordering_squad_07,factual_qa,SQuAD V2,reordering,perturbed,4,1.0,1.0,0
promptrobust_pdr_reordering_squad_12,factual_qa,SQuAD V2,reordering,original,0,1.0,1.0,0
promptrobust_pdr_reordering_squad_12,factual_qa,SQuAD V2,reordering,original,1,1.0,1.0,0
promptrobust_pdr_reordering_squad_12,factual_qa,SQuAD V2,reordering,original,2,1.0,1.0,0
promptrobust_pdr_reordering_squad_12,factual_qa,SQuAD V2,reordering,original,3,1.0,1.0,0
promptrobust_pdr_reordering_squad_12,factual_qa,SQuAD V2,reordering,original,4,1.0,1.0,0
promptrobust_pdr_reordering_squad_12,factual_qa,SQuAD V2,reordering,perturbed,0,1.0,1.0,0
promptrobust_pdr_reordering_squad_12,factual_qa,SQuAD V2,reordering,perturbed,1,1.0,1.0,0
promptrobust_pdr_reordering_squad_12,factual_qa,SQuAD V2,reordering,perturbed,2,1.0,1.0,0
promptrobust_pdr_reordering_squad_12,factual_qa,SQuAD V2,reordering,perturbed,3,1.0,1.0,0
promptrobust_pdr_reordering_squad_12,factual_qa,SQuAD V2,reordering,perturbed,4,1.0,1.0,0
promptrobust_pdr_reordering_squad_17,factual_qa,SQuAD V2,reordering,original,0,1.0,1.0,0
promptrobust_pdr_reordering_squad_17,factual_qa,SQuAD V2,reordering,original,1,1.0,1.0,0
promptrobust_pdr_reordering_squad_17,factual_qa,SQuAD V2,reordering,original,2,1.0,1.0,0
promptrobust_pdr_reordering_squad_17,factual_qa,SQuAD V2,reordering,original,3,1.0,1.0,0
promptrobust_pdr_reordering_squad_17,factual_qa,SQuAD V2,reordering,original,4,1.0,1.0,0
promptrobust_pdr_reordering_squad_17,factual_qa,SQuAD V2,reordering,perturbed,0,1.0,1.0,0
promptrobust_pdr_reordering_squad_17,factual_qa,SQuAD V2,reordering,perturbed,1,1.0,1.0,0
promptrobust_pdr_reordering_squad_17,factual_qa,SQuAD V2,reordering,perturbed,2,1.0,1.0,0
promptrobust_pdr_reordering_squad_17,factual_qa,SQuAD V2,reordering,perturbed,3,1.0,1.0,0
promptrobust_pdr_reordering_squad_17,factual_qa,SQuAD V2,reordering,perturbed,4,1.0,1.0,0
promptrobust_pdr_reordering_squad_22,factual_qa,SQuAD V2,reordering,original,0,1.0,1.0,0
promptrobust_pdr_reordering_squad_22,factual_qa,SQuAD V2,reordering,original,1,1.0,1.0,0
promptrobust_pdr_reordering_squad_22,factual_qa,SQuAD V2,reordering,original,2,1.0,1.0,0
promptrobust_pdr_reordering_squad_22,factual_qa,SQuAD V2,reordering,original,3,1.0,1.0,0
promptrobust_pdr_reordering_squad_22,factual_qa,SQuAD V2,reordering,original,4,1.0,1.0,0
promptrobust_pdr_reordering_squad_22,factual_qa,SQuAD V2,reordering,perturbed,0,1.0,1.0,0
promptrobust_pdr_reordering_squad_22,factual_qa,SQuAD V2,reordering,perturbed,1,1.0,1.0,0
promptrobust_pdr_reordering_squad_22,factual_qa,SQuAD V2,reordering,perturbed,2,1.0,1.0,0
promptrobust_pdr_reordering_squad_22,factual_qa,SQuAD V2,reordering,perturbed,3,1.0,1.0,0
promptrobust_pdr_reordering_squad_22,factual_qa,SQuAD V2,reordering,perturbed,4,1.0,1.0,0
promptrobust_pdr_reordering_squad_27,factual_qa,SQuAD V2,reordering,original,0,1.0,1.0,0
promptrobust_pdr_reordering_squad_27,factual_qa,SQuAD V2,reordering,original,1,1.0,1.0,0
promptrobust_pdr_reordering_squad_27,factual_qa,SQuAD V2,reordering,original,2,1.0,1.0,0
promptrobust_pdr_reordering_squad_27,factual_qa,SQuAD V2,reordering,original,3,1.0,1.0,0
promptrobust_pdr_reordering_squad_27,factual_qa,SQuAD V2,reordering,original,4,1.0,1.0,0
promptrobust_pdr_reordering_squad_27,factual_qa,SQuAD V2,reordering,perturbed,0,1.0,1.0,0
promptrobust_pdr_reordering_squad_27,factual_qa,SQuAD V2,reordering,perturbed,1,1.0,1.0,0
promptrobust_pdr_reordering_squad_27,factual_qa,SQuAD V2,reordering,perturbed,2,1.0,1.0,0
promptrobust_pdr_reordering_squad_27,factual_qa,SQuAD V2,reordering,perturbed,3,1.0,1.0,0
promptrobust_pdr_reordering_squad_27,factual_qa,SQuAD V2,reordering,perturbed,4,1.0,1.0,0
promptrobust_pdr_reordering_squad_32,factual_qa,SQuAD V2,reordering,original,0,1.0,1.0,0
promptrobust_pdr_reordering_squad_32,factual_qa,SQuAD V2,reordering,original,1,1.0,1.0,0
promptrobust_pdr_reordering_squad_32,factual_qa,SQuAD V2,reordering,original,2,1.0,1.0,0
promptrobust_pdr_reordering_squad_32,factual_qa,SQuAD V2,reordering,original,3,1.0,1.0,0
promptrobust_pdr_reordering_squad_32,factual_qa,SQuAD V2,reordering,original,4,1.0,1.0,0
promptrobust_pdr_reordering_squad_32,factual_qa,SQuAD V2,reordering,perturbed,0,1.0,1.0,0
promptrobust_pdr_reordering_squad_32,factual_qa,SQuAD V2,reordering,perturbed,1,1.0,1.0,0
promptrobust_pdr_reordering_squad_32,factual_qa,SQuAD V2,reordering,perturbed,2,1.0,1.0,0
promptrobust_pdr_reordering_squad_32,factual_qa,SQuAD V2,reordering,perturbed,3,1.0,1.0,0
promptrobust_pdr_reordering_squad_32,factual_qa,SQuAD V2,reordering,perturbed,4,1.0,1.0,0
promptrobust_pdr_reordering_squad_37,factual_qa,SQuAD V2,reordering,original,0,1.0,1.0,0
promptrobust_pdr_reordering_squad_37,factual_qa,SQuAD V2,reordering,original,1,1.0,1.0,0
promptrobust_pdr_reordering_squad_37,factual_qa,SQuAD V2,reordering,original,2,1.0,1.0,0
promptrobust_pdr_reordering_squad_37,factual_qa,SQuAD V2,reordering,original,3,1.0,1.0,0
promptrobust_pdr_reordering_squad_37,factual_qa,SQuAD V2,reordering,original,4,1.0,1.0,0
promptrobust_pdr_reordering_squad_37,factual_qa,SQuAD V2,reordering,perturbed,0,1.0,1.0,0
promptrobust_pdr_reordering_squad_37,factual_qa,SQuAD V2,reordering,perturbed,1,1.0,1.0,0
promptrobust_pdr_reordering_squad_37,factual_qa,SQuAD V2,reordering,perturbed,2,1.0,1.0,0
promptrobust_pdr_reordering_squad_37,factual_qa,SQuAD V2,reordering,perturbed,3,1.0,1.0,0
promptrobust_pdr_reordering_squad_37,factual_qa,SQuAD V2,reordering,perturbed,4,1.0,1.0,0
promptrobust_pdr_reordering_squad_42,factual_qa,SQuAD V2,reordering,original,0,1.0,1.0,0
promptrobust_pdr_reordering_squad_42,factual_qa,SQuAD V2,reordering,original,1,1.0,1.0,0
promptrobust_pdr_reordering_squad_42,factual_qa,SQuAD V2,reordering,original,2,1.0,1.0,0
promptrobust_pdr_reordering_squad_42,factual_qa,SQuAD V2,reordering,original,3,1.0,1.0,0
promptrobust_pdr_reordering_squad_42,factual_qa,SQuAD V2,reordering,original,4,1.0,1.0,0
promptrobust_pdr_reordering_squad_42,factual_qa,SQuAD V2,reordering,perturbed,0,1.0,1.0,0
promptrobust_pdr_reordering_squad_42,factual_qa,SQuAD V2,reordering,perturbed,1,1.0,1.0,0
promptrobust_pdr_reordering_squad_42,factual_qa,SQuAD V2,reordering,perturbed,2,1.0,1.0,0
promptrobust_pdr_reordering_squad_42,factual_qa,SQuAD V2,reordering,perturbed,3,1.0,1.0,0
promptrobust_pdr_reordering_squad_42,factual_qa,SQuAD V2,reordering,perturbed,4,1.0,1.0,0
promptrobust_pdr_reordering_squad_47,factual_qa,SQuAD V2,reordering,original,0,1.0,1.0,0
promptrobust_pdr_reordering_squad_47,factual_qa,SQuAD V2,reordering,original,1,1.0,1.0,0
promptrobust_pdr_reordering_squad_47,factual_qa,SQuAD V2,reordering,original,2,1.0,1.0,0
promptrobust_pdr_reordering_squad_47,factual_qa,SQuAD V2,reordering,original,3,1.0,1.0,0
promptrobust_pdr_reordering_squad_47,factual_qa,SQuAD V2,reordering,original,4,1.0,1.0,0
promptrobust_pdr_reordering_squad_47,factual_qa,SQuAD V2,reordering,perturbed,0,1.0,1.0,0
promptrobust_pdr_reordering_squad_47,factual_qa,SQuAD V2,reordering,perturbed,1,1.0,1.0,0
promptrobust_pdr_reordering_squad_47,factual_qa,SQuAD V2,reordering,perturbed,2,1.0,1.0,0
promptrobust_pdr_reordering_squad_47,factual_qa,SQuAD V2,reordering,perturbed,3,1.0,1.0,0
promptrobust_pdr_reordering_squad_47,factual_qa,SQuAD V2,reordering,perturbed,4,1.0,1.0,0
promptrobust_pdr_reordering_math_02,math_reasoning,MATH,reordering,original,0,0.0,1.0,1
promptrobust_pdr_reordering_math_02,math_reasoning,MATH,reordering,original,1,0.0,1.0,1
promptrobust_pdr_reordering_math_02,math_reasoning,MATH,reordering,original,2,0.0,1.0,1
promptrobust_pdr_reordering_math_02,math_reasoning,MATH,reordering,original,3,0.0,1.0,1
promptrobust_pdr_reordering_math_02,math_reasoning,MATH,reordering,original,4,0.0,1.0,1
promptrobust_pdr_reordering_math_02,math_reasoning,MATH,reordering,perturbed,0,0.0,1.0,1
promptrobust_pdr_reordering_math_02,math_reasoning,MATH,reordering,perturbed,1,0.0,1.0,1
promptrobust_pdr_reordering_math_02,math_reasoning,MATH,reordering,perturbed,2,0.0,1.0,1
promptrobust_pdr_reordering_math_02,math_reasoning,MATH,reordering,perturbed,3,0.0,1.0,1
promptrobust_pdr_reordering_math_02,math_reasoning,MATH,reordering,perturbed,4,0.0,1.0,1
promptrobust_pdr_reordering_math_07,math_reasoning,MATH,reordering,original,0,0.0,1.0,1
promptrobust_pdr_reordering_math_07,math_reasoning,MATH,reordering,original,1,0.0,1.0,1
promptrobust_pdr_reordering_math_07,math_reasoning,MATH,reordering,original,2,0.0,1.0,1
promptrobust_pdr_reordering_math_07,math_reasoning,MATH,reordering,original,3,0.0,1.0,1
promptrobust_pdr_reordering_math_07,math_reasoning,MATH,reordering,original,4,0.0,1.0,1
promptrobust_pdr_reordering_math_07,math_reasoning,MATH,reordering,perturbed,0,0.0,1.0,1
promptrobust_pdr_reordering_math_07,math_reasoning,MATH,reordering,perturbed,1,0.0,1.0,1
promptrobust_pdr_reordering_math_07,math_reasoning,MATH,reordering,perturbed,2,0.0,1.0,1
promptrobust_pdr_reordering_math_07,math_reasoning,MATH,reordering,perturbed,3,0.0,1.0,1
promptrobust_pdr_reordering_math_07,math_reasoning,MATH,reordering,perturbed,4,0.0,1.0,1
promptrobust_pdr_reordering_math_12,math_reasoning,MATH,reordering,original,0,0.0,1.0,1
promptrobust_pdr_reordering_math_12,math_reasoning,MATH,reordering,original,1,0.0,1.0,1
promptrobust_pdr_reordering_math_12,math_reasoning,MATH,reordering,original,2,0.0,1.0,1
promptrobust_pdr_reordering_math_12,math_reasoning,MATH,reordering,original,3,1.0,1.0,0
promptrobust_pdr_reordering_math_12,math_reasoning,MATH,reordering,original,4,0.0,1.0,1
promptrobust_pdr_reordering_math_12,math_reasoning,MATH,reordering,perturbed,0,0.0,1.0,1
promptrobust_pdr_reordering_math_12,math_reasoning,MATH,reordering,perturbed,1,1.0,1.0,0
promptrobust_pdr_reordering_math_12,math_reasoning,MATH,reordering,perturbed,2,1.0,1.0,0
promptrobust_pdr_reordering_math_12,math_reasoning,MATH,reordering,perturbed,3,0.0,1.0,1
promptrobust_pdr_reordering_math_12,math_reasoning,MATH,reordering,perturbed,4,1.0,1.0,0
promptrobust_pdr_reordering_math_17,math_reasoning,MATH,reordering,original,0,0.0,1.0,1
promptrobust_pdr_reordering_math_17,math_reasoning,MATH,reordering,original,1,0.0,1.0,1
promptrobust_pdr_reordering_math_17,math_reasoning,MATH,reordering,original,2,0.0,1.0,1
promptrobust_pdr_reordering_math_17,math_reasoning,MATH,reordering,original,3,0.0,1.0,1
promptrobust_pdr_reordering_math_17,math_reasoning,MATH,reordering,original,4,0.0,1.0,1
promptrobust_pdr_reordering_math_17,math_reasoning,MATH,reordering,perturbed,0,0.0,1.0,1
promptrobust_pdr_reordering_math_17,math_reasoning,MATH,reordering,perturbed,1,0.0,1.0,1
promptrobust_pdr_reordering_math_17,math_reasoning,MATH,reordering,perturbed,2,0.0,1.0,1
promptrobust_pdr_reordering_math_17,math_reasoning,MATH,reordering,perturbed,3,0.0,1.0,1
promptrobust_pdr_reordering_math_17,math_reasoning,MATH,reordering,perturbed,4,0.0,1.0,1
promptrobust_pdr_reordering_math_22,math_reasoning,MATH,reordering,original,0,0.0,0.0,0
promptrobust_pdr_reordering_math_22,math_reasoning,MATH,reordering,original,1,0.0,0.0,0
promptrobust_pdr_reordering_math_22,math_reasoning,MATH,reordering,original,2,0.0,0.0,0
promptrobust_pdr_reordering_math_22,math_reasoning,MATH,reordering,original,3,0.0,0.0,0
promptrobust_pdr_reordering_math_22,math_reasoning,MATH,reordering,original,4,0.0,1.0,1
promptrobust_pdr_reordering_math_22,math_reasoning,MATH,reordering,perturbed,0,0.0,0.0,0
promptrobust_pdr_reordering_math_22,math_reasoning,MATH,reordering,perturbed,1,0.0,0.0,0
promptrobust_pdr_reordering_math_22,math_reasoning,MATH,reordering,perturbed,2,0.0,0.0,0
promptrobust_pdr_reordering_math_22,math_reasoning,MATH,reordering,perturbed,3,0.0,0.0,0
promptrobust_pdr_reordering_math_22,math_reasoning,MATH,reordering,perturbed,4,0.0,0.0,0
promptrobust_pdr_reordering_math_27,math_reasoning,MATH,reordering,original,0,0.0,1.0,1
promptrobust_pdr_reordering_math_27,math_reasoning,MATH,reordering,original,1,0.0,1.0,1
promptrobust_pdr_reordering_math_27,math_reasoning,MATH,reordering,original,2,0.0,1.0,1
promptrobust_pdr_reordering_math_27,math_reasoning,MATH,reordering,original,3,0.0,1.0,1
promptrobust_pdr_reordering_math_27,math_reasoning,MATH,reordering,original,4,0.0,1.0,1
promptrobust_pdr_reordering_math_27,math_reasoning,MATH,reordering,perturbed,0,0.0,1.0,1
promptrobust_pdr_reordering_math_27,math_reasoning,MATH,reordering,perturbed,1,0.0,1.0,1
promptrobust_pdr_reordering_math_27,math_reasoning,MATH,reordering,perturbed,2,0.0,1.0,1
promptrobust_pdr_reordering_math_27,math_reasoning,MATH,reordering,perturbed,3,0.0,1.0,1
promptrobust_pdr_reordering_math_27,math_reasoning,MATH,reordering,perturbed,4,0.0,1.0,1
promptrobust_pdr_reordering_math_32,math_reasoning,MATH,reordering,original,0,1.0,1.0,0
promptrobust_pdr_reordering_math_32,math_reasoning,MATH,reordering,original,1,1.0,1.0,0
promptrobust_pdr_reordering_math_32,math_reasoning,MATH,reordering,original,2,1.0,1.0,0
promptrobust_pdr_reordering_math_32,math_reasoning,MATH,reordering,original,3,1.0,1.0,0
promptrobust_pdr_reordering_math_32,math_reasoning,MATH,reordering,original,4,1.0,1.0,0
promptrobust_pdr_reordering_math_32,math_reasoning,MATH,reordering,perturbed,0,1.0,1.0,0
promptrobust_pdr_reordering_math_32,math_reasoning,MATH,reordering,perturbed,1,1.0,1.0,0
promptrobust_pdr_reordering_math_32,math_reasoning,MATH,reordering,perturbed,2,1.0,1.0,0
