case_id,task,dataset,perturbation,clean_single_correct,perturbed_single_correct,clean_mean_correctness,perturbed_mean_correctness,uncorrected_pdr_loss,perturbed_pdr_loss,corrected_pdr,correctness_sample_noise
promptrobust_pdr_formatting_humaneval_48,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_49,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_50,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_01,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_02,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_03,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_04,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_05,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_06,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_07,math_reasoning,MATH,formatting,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
promptrobust_pdr_formatting_math_08,math_reasoning,MATH,formatting,0.0,0.0,0.2,0.0,0.8,1.0,0.19999999999999996,0.2
promptrobust_pdr_formatting_math_09,math_reasoning,MATH,formatting,0.0,1.0,0.8,0.4,0.19999999999999996,0.6,0.4,0.4449489742783178
promptrobust_pdr_formatting_math_10,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_11,math_reasoning,MATH,formatting,1.0,1.0,0.6,0.6,0.4,0.4,0.0,0.4898979485566356
promptrobust_pdr_formatting_math_12,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_13,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_14,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_15,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_16,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_17,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_18,math_reasoning,MATH,formatting,0.0,0.0,0.2,0.4,0.8,0.6,-0.20000000000000007,0.4449489742783178
promptrobust_pdr_formatting_math_19,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_20,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_21,math_reasoning,MATH,formatting,0.0,0.0,0.2,0.0,0.8,1.0,0.19999999999999996,0.2
promptrobust_pdr_formatting_math_22,math_reasoning,MATH,formatting,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
promptrobust_pdr_formatting_math_23,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_24,math_reasoning,MATH,formatting,0.0,0.0,0.2,0.0,0.8,1.0,0.19999999999999996,0.2
promptrobust_pdr_formatting_math_25,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_26,math_reasoning,MATH,formatting,0.0,1.0,0.4,0.6,0.6,0.4,-0.19999999999999996,0.4898979485566356
promptrobust_pdr_formatting_math_27,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_28,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_29,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_30,math_reasoning,MATH,formatting,1.0,1.0,0.8,0.8,0.19999999999999996,0.19999999999999996,0.0,0.4
promptrobust_pdr_formatting_math_31,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_32,math_reasoning,MATH,formatting,0.0,1.0,0.8,1.0,0.19999999999999996,0.0,-0.19999999999999996,0.2
promptrobust_pdr_formatting_math_33,math_reasoning,MATH,formatting,1.0,1.0,0.6,0.6,0.4,0.4,0.0,0.4898979485566356
promptrobust_pdr_formatting_math_34,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_35,math_reasoning,MATH,formatting,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
promptrobust_pdr_formatting_math_36,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_37,math_reasoning,MATH,formatting,1.0,1.0,0.8,1.0,0.19999999999999996,0.0,-0.19999999999999996,0.2
promptrobust_pdr_formatting_math_38,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_39,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_40,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_41,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_42,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_43,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_44,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_45,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_46,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_47,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_48,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_math_49,math_reasoning,MATH,formatting,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
promptrobust_pdr_formatting_math_50,math_reasoning,MATH,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_01,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_02,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_03,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_04,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_05,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_06,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_07,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_08,factual_qa,SQuAD V2,formatting,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
promptrobust_pdr_formatting_squad_09,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_10,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_11,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_12,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_13,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_14,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_15,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_16,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_17,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_18,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_19,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_20,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_21,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_22,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_23,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_24,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_25,factual_qa,SQuAD V2,formatting,1.0,0.6666666666666666,0.8666666666666667,0.6666666666666666,0.1333333333333333,0.33333333333333337,0.20000000000000007,0.08164965809277261
promptrobust_pdr_formatting_squad_26,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_27,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_28,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_29,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_30,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_31,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_32,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_33,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_34,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_35,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_36,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_37,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_38,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_39,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_40,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_41,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_42,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_43,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_44,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_45,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_46,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_47,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_48,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_49,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_squad_50,factual_qa,SQuAD V2,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_01,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_02,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_03,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_04,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_05,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_06,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_07,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_08,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_09,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_10,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_11,code_generation,HumanEval,paraphrase,0.0,0.0,0.4,0.0,0.6,1.0,0.4,0.2449489742783178
promptrobust_pdr_paraphrase_humaneval_12,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_13,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_14,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_15,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_16,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_17,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_18,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_19,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_20,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_21,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_22,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_23,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_24,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_25,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_26,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_27,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_28,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_29,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_30,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_31,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_32,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_33,code_generation,HumanEval,paraphrase,1.0,0.0,0.6,0.0,0.4,1.0,0.6,0.2449489742783178
promptrobust_pdr_paraphrase_humaneval_34,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_35,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_36,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_37,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_38,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_39,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_40,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_41,code_generation,HumanEval,paraphrase,1.0,1.0,0.8,0.8,0.19999999999999996,0.19999999999999996,0.0,0.4
promptrobust_pdr_paraphrase_humaneval_42,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_43,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_44,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_45,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_46,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_47,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_48,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_49,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_humaneval_50,code_generation,HumanEval,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_math_01,math_reasoning,MATH,paraphrase,1.0,1.0,1.0,0.8,0.0,0.19999999999999996,0.19999999999999996,0.2
promptrobust_pdr_paraphrase_math_02,math_reasoning,MATH,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_math_03,math_reasoning,MATH,paraphrase,1.0,1.0,0.8,0.8,0.19999999999999996,0.19999999999999996,0.0,0.4
promptrobust_pdr_paraphrase_math_04,math_reasoning,MATH,paraphrase,1.0,1.0,1.0,0.8,0.0,0.19999999999999996,0.19999999999999996,0.2
promptrobust_pdr_paraphrase_math_05,math_reasoning,MATH,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_math_06,math_reasoning,MATH,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_math_07,math_reasoning,MATH,paraphrase,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
promptrobust_pdr_paraphrase_math_08,math_reasoning,MATH,paraphrase,0.0,0.0,0.4,0.2,0.6,0.8,0.20000000000000007,0.4449489742783178
promptrobust_pdr_paraphrase_math_09,math_reasoning,MATH,paraphrase,0.0,1.0,0.4,1.0,0.6,0.0,-0.6,0.2449489742783178
promptrobust_pdr_paraphrase_math_10,math_reasoning,MATH,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_math_11,math_reasoning,MATH,paraphrase,1.0,1.0,0.8,0.4,0.19999999999999996,0.6,0.4,0.4449489742783178
promptrobust_pdr_paraphrase_math_12,math_reasoning,MATH,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_math_13,math_reasoning,MATH,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_math_14,math_reasoning,MATH,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_math_15,math_reasoning,MATH,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_math_16,math_reasoning,MATH,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_math_17,math_reasoning,MATH,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_math_18,math_reasoning,MATH,paraphrase,0.0,1.0,0.6,0.4,0.4,0.6,0.19999999999999996,0.4898979485566356
promptrobust_pdr_paraphrase_math_19,math_reasoning,MATH,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_math_20,math_reasoning,MATH,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_math_21,math_reasoning,MATH,paraphrase,0.0,0.0,0.0,0.2,1.0,0.8,-0.19999999999999996,0.2
promptrobust_pdr_paraphrase_math_22,math_reasoning,MATH,paraphrase,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
promptrobust_pdr_paraphrase_math_23,math_reasoning,MATH,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_math_24,math_reasoning,MATH,paraphrase,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
promptrobust_pdr_paraphrase_math_25,math_reasoning,MATH,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_math_26,math_reasoning,MATH,paraphrase,1.0,1.0,0.8,0.8,0.19999999999999996,0.19999999999999996,0.0,0.4
promptrobust_pdr_paraphrase_math_27,math_reasoning,MATH,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_math_28,math_reasoning,MATH,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_math_29,math_reasoning,MATH,paraphrase,1.0,1.0,0.8,1.0,0.19999999999999996,0.0,-0.19999999999999996,0.2
promptrobust_pdr_paraphrase_math_30,math_reasoning,MATH,paraphrase,1.0,0.0,1.0,0.2,0.0,0.8,0.8,0.2
promptrobust_pdr_paraphrase_math_31,math_reasoning,MATH,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_math_32,math_reasoning,MATH,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_math_33,math_reasoning,MATH,paraphrase,0.0,1.0,0.6,0.8,0.4,0.19999999999999996,-0.20000000000000007,0.4449489742783178
promptrobust_pdr_paraphrase_math_34,math_reasoning,MATH,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_math_35,math_reasoning,MATH,paraphrase,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
promptrobust_pdr_paraphrase_math_36,math_reasoning,MATH,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_math_37,math_reasoning,MATH,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_math_38,math_reasoning,MATH,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_math_39,math_reasoning,MATH,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_math_40,math_reasoning,MATH,paraphrase,1.0,0.0,1.0,0.8,0.0,0.19999999999999996,0.19999999999999996,0.2
promptrobust_pdr_paraphrase_math_41,math_reasoning,MATH,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_math_42,math_reasoning,MATH,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_math_43,math_reasoning,MATH,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_math_44,math_reasoning,MATH,paraphrase,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_paraphrase_math_45,math_reasoning,MATH,paraphrase,1.0,0.0,1.0,0.8,0.0,0.19999999999999996,0.19999999999999996,0.2
